Filename,Foldername,"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",30/11/2020 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",127746.00,"16.862"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",30/11/2020 0:00:00,"CHLOROPHYCEAE","Chlamydomonads",97.00,"0.0241"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",30/11/2020 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",60970.00,"3.6581"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",30/11/2020 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",48.00,"0.0154"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",30/11/2020 0:00:00,"CYANOPHYCEAE","Pseudanabaena",25.00,"0.0003"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",30/11/2020 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",1254234.00,"6.5847"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",30/11/2020 0:00:00,"DINOPHYCEAE","Gymnodiniales",242.00,"0.4838"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",30/11/2020 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",242.00,"0.1209"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",30/11/2020 0:00:00,"DINOPHYCEAE","Peridiniales",48.00,"0.2419"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",30/11/2020 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",339.00,"0.0271"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",,"TOTAL_ALGAE",,1444384.00,"28.166"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
ALS_SA_BGA_DATA_6796577.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796577","North Jacks",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Gyrosigma",2.00,"0.0027"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Naviculales",4.00,"0.0054"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",49.00,"0.0195"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Pennales",49.00,"0.0146"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Pleurosigma",4.00,"0.0078"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",40031.00,"5.2841"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"CHLOROPHYCEAE","Chlamydomonads",49.00,"0.0122"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",60535.00,"3.6321"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",146.00,"0.0468"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",1624683.00,"8.5295"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"DINOPHYCEAE","Dinoflagellates",2.00,"0.0390"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"DINOPHYCEAE","Gymnodiniales",683.00,"1.3669"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",146.00,"0.0732"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"DINOPHYCEAE","Peridiniales",49.00,"0.2440"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",1269.00,"0.1015"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",30/11/2020 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",49.00,"0.0048"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",,"TOTAL_ALGAE",,1727750.00,"19.384"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
ALS_SA_BGA_DATA_6796578.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796578","South Policeman Point/Seagull",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",195.00,"0.0781"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Pennales",49.00,"0.0146"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Pleurosigma",2.00,"0.0039"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",69336.00,"9.1523"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",94727.00,"5.6835"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",49.00,"0.0156"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",1921875.00,"10.089"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"DINOPHYCEAE","Dinoflagellates",98.00,"1.9531"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"DINOPHYCEAE","Gymnodiniales",49.00,"0.0976"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",98.00,"0.0488"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",30/11/2020 0:00:00,"DINOPHYCEAE","Peridiniales",146.00,"0.7324"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",,"TOTAL_ALGAE",,2086624.00,"27.870"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
ALS_SA_BGA_DATA_6796579.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796579","Snipe Point",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Naviculales",2.00,"0.0027"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Pennales",8.00,"0.0023"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"CHLOROPHYCEAE","Chlamydomonads",2.00,"0.0004"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",437.00,"0.0262"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"CHLOROPHYCEAE","Colonial green (cells)",1068.00,"0.1067"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"CHLOROPHYCEAE","Lagerheimia",243.00,"0.1213"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"CHLOROPHYCEAE","Oocystis",582.00,"0.1747"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"CHLOROPHYCEAE","Selenastrum",922.00,"0.2305"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",16694.00,"0.0876"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"CYANOPHYCEAE","Synechococcales  large (iauv 20-86)",194.00,"0.0104"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",30/11/2020 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",437.00,"0.0349"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",,"TOTAL_ALGAE",,20589.00,"0.7981"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
ALS_SA_BGA_DATA_6796580.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796580","Morella Creek",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
ALS_SA_BGA_DATA_6796581.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796581","Salt Creek Outlet",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Amphora",49.00,"0.0246"
ALS_SA_BGA_DATA_6796581.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796581","Salt Creek Outlet",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Centrales",49.00,"0.0098"
ALS_SA_BGA_DATA_6796581.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796581","Salt Creek Outlet",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",148.00,"0.0591"
ALS_SA_BGA_DATA_6796581.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796581","Salt Creek Outlet",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Pennales",99.00,"0.0295"
ALS_SA_BGA_DATA_6796581.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796581","Salt Creek Outlet",30/11/2020 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",739.00,"0.1855"
ALS_SA_BGA_DATA_6796581.csv,C:\Users\00065525\Github\CDM\data\incoming\DEW\wq\WQ_HCHB_Phase1\ALS Results\2020 Results\December\1_12_2020,"ALS MELB","20-56146"," 6796581","Salt Creek Outlet",30/11/2020 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",56185.00,"7.4164"
