time,DZB
06/05/2018 00:00:00,0
07/05/2018 00:00:00,0
08/05/2018 00:00:00,0
09/05/2018 00:00:00,0
10/05/2018 00:00:00,0
11/05/2018 00:00:00,0
12/05/2018 00:00:00,0
13/05/2018 00:00:00,0
14/05/2018 00:00:00,0
15/05/2018 00:00:00,0
16/05/2018 00:00:00,0
17/05/2018 00:00:00,0
18/05/2018 00:00:00,0
19/05/2018 00:00:00,0
20/05/2018 00:00:00,0
21/05/2018 00:00:00,0
22/05/2018 00:00:00,0
23/05/2018 00:00:00,0
24/05/2018 00:00:00,0
25/05/2018 00:00:00,0
26/05/2018 00:00:00,0
27/05/2018 00:00:00,0
28/05/2018 00:00:00,0
29/05/2018 00:00:00,0
30/05/2018 00:00:00,0
31/05/2018 00:00:00,0
01/06/2018 00:00:00,0.0140244411304593
02/06/2018 00:00:00,0.0280488822609186
03/06/2018 00:00:00,0.0420733243227005
04/06/2018 00:00:00,0.0560977645218372
05/06/2018 00:00:00,0.070122204720974
06/06/2018 00:00:00,0.084146648645401
07/06/2018 00:00:00,0.098171092569828
08/06/2018 00:00:00,0.112195536494255
09/06/2018 00:00:00,0.126219972968102
10/06/2018 00:00:00,0.140244409441948
11/06/2018 00:00:00,0.154268845915794
12/06/2018 00:00:00,0.168293282389641
13/06/2018 00:00:00,0.182317718863487
14/06/2018 00:00:00,0.196342155337334
15/06/2018 00:00:00,0.21036659181118
16/06/2018 00:00:00,0.224391028285027
17/06/2018 00:00:00,0.238415464758873
18/06/2018 00:00:00,0.252439916133881
19/06/2018 00:00:00,0.266464352607727
20/06/2018 00:00:00,0.280488789081573
21/06/2018 00:00:00,0.29451322555542
22/06/2018 00:00:00,0.308537662029266
23/06/2018 00:00:00,0.322562098503113
24/06/2018 00:00:00,0.336586534976959
25/06/2018 00:00:00,0.350610971450806
26/06/2018 00:00:00,0.364635407924652
27/06/2018 00:00:00,0.378659844398499
28/06/2018 00:00:00,0.392684280872345
29/06/2018 00:00:00,0.406708717346191
30/06/2018 00:00:00,0.420733153820038
01/07/2018 00:00:00,0.434757590293884
02/07/2018 00:00:00,0.448782026767731
03/07/2018 00:00:00,0.462806463241577
04/07/2018 00:00:00,0.476830899715424
05/07/2018 00:00:00,0.49085533618927
06/07/2018 00:00:00,0.504879772663116
07/07/2018 00:00:00,0.518904209136963
08/07/2018 00:00:00,0.532928645610809
09/07/2018 00:00:00,0.546953082084656
10/07/2018 00:00:00,0.560977518558502
11/07/2018 00:00:00,0.575001955032349
12/07/2018 00:00:00,0.589026391506195
13/07/2018 00:00:00,0.603050827980042
14/07/2018 00:00:00,0.617075264453888
15/07/2018 00:00:00,0.631099700927734
16/07/2018 00:00:00,0.645124137401581
17/07/2018 00:00:00,0.659148573875427
18/07/2018 00:00:00,0.673173010349274
19/07/2018 00:00:00,0.68719744682312
20/07/2018 00:00:00,0.701221883296967
21/07/2018 00:00:00,0.715246319770813
22/07/2018 00:00:00,0.729270756244659
23/07/2018 00:00:00,0.743295192718506
24/07/2018 00:00:00,0.757319629192352
25/07/2018 00:00:00,0.771344065666199
26/07/2018 00:00:00,0.785368502140045
27/07/2018 00:00:00,0.799392938613892
28/07/2018 00:00:00,0.813417375087738
29/07/2018 00:00:00,0.827441811561584
30/07/2018 00:00:00,0.841466248035431
31/07/2018 00:00:00,0.855490684509277
01/08/2018 00:00:00,0.869515120983124
02/08/2018 00:00:00,0.88353955745697
03/08/2018 00:00:00,0.897563993930817
04/08/2018 00:00:00,0.911588430404663
05/08/2018 00:00:00,0.92561286687851
06/08/2018 00:00:00,0.939637303352356
07/08/2018 00:00:00,0.953661739826202
08/08/2018 00:00:00,0.967686176300049
09/08/2018 00:00:00,0.981710612773895
10/08/2018 00:00:00,0.995735049247742
11/08/2018 00:00:00,1
12/08/2018 00:00:00,1
13/08/2018 00:00:00,1
14/08/2018 00:00:00,1
15/08/2018 00:00:00,1
16/08/2018 00:00:00,1
17/08/2018 00:00:00,1
18/08/2018 00:00:00,1
19/08/2018 00:00:00,1
20/08/2018 00:00:00,1
21/08/2018 00:00:00,1
22/08/2018 00:00:00,1
23/08/2018 00:00:00,1
24/08/2018 00:00:00,1
25/08/2018 00:00:00,1
26/08/2018 00:00:00,1
27/08/2018 00:00:00,1
28/08/2018 00:00:00,1
29/08/2018 00:00:00,1
30/08/2018 00:00:00,1
31/08/2018 00:00:00,1
01/09/2018 00:00:00,1
02/09/2018 00:00:00,1
03/09/2018 00:00:00,1
04/09/2018 00:00:00,1
05/09/2018 00:00:00,1
06/09/2018 00:00:00,1
07/09/2018 00:00:00,1
08/09/2018 00:00:00,1
09/09/2018 00:00:00,1
10/09/2018 00:00:00,1
11/09/2018 00:00:00,1
12/09/2018 00:00:00,1
13/09/2018 00:00:00,1
14/09/2018 00:00:00,1
15/09/2018 00:00:00,1
16/09/2018 00:00:00,1
17/09/2018 00:00:00,1
18/09/2018 00:00:00,1
19/09/2018 00:00:00,1
20/09/2018 00:00:00,1
21/09/2018 00:00:00,1
22/09/2018 00:00:00,1
23/09/2018 00:00:00,1
24/09/2018 00:00:00,1
25/09/2018 00:00:00,1
26/09/2018 00:00:00,1
27/09/2018 00:00:00,1
28/09/2018 00:00:00,1
29/09/2018 00:00:00,1
30/09/2018 00:00:00,1
01/10/2018 00:00:00,1
02/10/2018 00:00:00,0.991585314273834
03/10/2018 00:00:00,0.983170688152313
04/10/2018 00:00:00,0.974756002426147
05/10/2018 00:00:00,0.966341316699982
06/10/2018 00:00:00,0.957926690578461
07/10/2018 00:00:00,0.949512004852295
08/10/2018 00:00:00,0.941097319126129
09/10/2018 00:00:00,0.932682693004608
10/10/2018 00:00:00,0.924268007278442
11/10/2018 00:00:00,0.915853381156921
12/10/2018 00:00:00,0.907438695430756
13/10/2018 00:00:00,0.89902400970459
14/10/2018 00:00:00,0.890609383583069
15/10/2018 00:00:00,0.882194697856903
16/10/2018 00:00:00,0.873780012130737
17/10/2018 00:00:00,0.865365386009216
18/10/2018 00:00:00,0.856950700283051
19/10/2018 00:00:00,0.848536014556885
20/10/2018 00:00:00,0.840121388435364
21/10/2018 00:00:00,0.831706702709198
22/10/2018 00:00:00,0.823292016983032
23/10/2018 00:00:00,0.814877390861511
24/10/2018 00:00:00,0.806462705135345
25/10/2018 00:00:00,0.79804801940918
26/10/2018 00:00:00,0.789633393287659
27/10/2018 00:00:00,0.781218707561493
28/10/2018 00:00:00,0.772804021835327
29/10/2018 00:00:00,0.764389395713806
30/10/2018 00:00:00,0.75597470998764
31/10/2018 00:00:00,0.747560024261475
01/11/2018 00:00:00,0.739145398139954
02/11/2018 00:00:00,0.730730712413788
03/11/2018 00:00:00,0.722316026687622
04/11/2018 00:00:00,0.713901400566101
05/11/2018 00:00:00,0.705486714839935
06/11/2018 00:00:00,0.69707202911377
07/11/2018 00:00:00,0.688657402992249
08/11/2018 00:00:00,0.680242717266083
09/11/2018 00:00:00,0.671828031539917
10/11/2018 00:00:00,0.663413405418396
11/11/2018 00:00:00,0.65499871969223
12/11/2018 00:00:00,0.646584033966064
13/11/2018 00:00:00,0.638169407844543
14/11/2018 00:00:00,0.629754722118378
15/11/2018 00:00:00,0.621340036392212
16/11/2018 00:00:00,0.612925410270691
17/11/2018 00:00:00,0.604510724544525
18/11/2018 00:00:00,0.596096038818359
19/11/2018 00:00:00,0.587681412696838
20/11/2018 00:00:00,0.579266726970673
21/11/2018 00:00:00,0.570852041244507
22/11/2018 00:00:00,0.562437415122986
23/11/2018 00:00:00,0.55402272939682
24/11/2018 00:00:00,0.545608043670654
25/11/2018 00:00:00,0.537193417549133
26/11/2018 00:00:00,0.528778731822968
27/11/2018 00:00:00,0.520364046096802
28/11/2018 00:00:00,0.511949419975281
29/11/2018 00:00:00,0.50353479385376
30/11/2018 00:00:00,0.495120108127594
01/12/2018 00:00:00,0.486705422401428
02/12/2018 00:00:00,0.478290736675262
03/12/2018 00:00:00,0.469876110553741
04/12/2018 00:00:00,0.461461424827576
05/12/2018 00:00:00,0.45304673910141
06/12/2018 00:00:00,0.444632112979889
07/12/2018 00:00:00,0.436217427253723
08/12/2018 00:00:00,0.427802741527557
09/12/2018 00:00:00,0.419388115406036
10/12/2018 00:00:00,0.410973429679871
11/12/2018 00:00:00,0.402558743953705
12/12/2018 00:00:00,0.394144117832184
13/12/2018 00:00:00,0.385729432106018
14/12/2018 00:00:00,0.377314746379852
15/12/2018 00:00:00,0.368900120258331
16/12/2018 00:00:00,0.360485434532166
17/12/2018 00:00:00,0.352070748806
18/12/2018 00:00:00,0.343656122684479
19/12/2018 00:00:00,0.335241436958313
20/12/2018 00:00:00,0.326826810836792
21/12/2018 00:00:00,0.318412125110626
22/12/2018 00:00:00,0.30999743938446
23/12/2018 00:00:00,0.301582813262939
24/12/2018 00:00:00,0.293168127536774
25/12/2018 00:00:00,0.284753441810608
26/12/2018 00:00:00,0.276338815689087
27/12/2018 00:00:00,0.267924129962921
28/12/2018 00:00:00,0.259509444236755
29/12/2018 00:00:00,0.251094818115234
30/12/2018 00:00:00,0.242680132389069
31/12/2018 00:00:00,0.234265446662903
01/01/2019 00:00:00,0.225850820541382
02/01/2019 00:00:00,0.217436134815216
03/01/2019 00:00:00,0.20902144908905
04/01/2019 00:00:00,0.200606822967529
05/01/2019 00:00:00,0.192192137241364
06/01/2019 00:00:00,0.183777451515198
07/01/2019 00:00:00,0.175362825393677
08/01/2019 00:00:00,0.166948139667511
09/01/2019 00:00:00,0.158533453941345
10/01/2019 00:00:00,0.150118827819824
11/01/2019 00:00:00,0.141704142093658
12/01/2019 00:00:00,0.133289456367493
13/01/2019 00:00:00,0.124874830245972
14/01/2019 00:00:00,0.116460144519806
15/01/2019 00:00:00,0.10804545879364
16/01/2019 00:00:00,0.0996308326721191
17/01/2019 00:00:00,0.0912161469459534
18/01/2019 00:00:00,0.0828014612197876
19/01/2019 00:00:00,0.0743868350982666
20/01/2019 00:00:00,0.0659721493721008
21/01/2019 00:00:00,0.0575574636459351
22/01/2019 00:00:00,0.0491428375244141
23/01/2019 00:00:00,0.0407281517982483
24/01/2019 00:00:00,0.0323135256767273
25/01/2019 00:00:00,0.0238988399505615
26/01/2019 00:00:00,0.0154841542243958
27/01/2019 00:00:00,0.00706952810287476
28/01/2019 00:00:00,0
29/01/2019 00:00:00,0
30/01/2019 00:00:00,0
31/01/2019 00:00:00,0
01/02/2019 00:00:00,0
02/02/2019 00:00:00,0
03/02/2019 00:00:00,0
04/02/2019 00:00:00,0
05/02/2019 00:00:00,0
06/02/2019 00:00:00,0
07/02/2019 00:00:00,0
08/02/2019 00:00:00,0
09/02/2019 00:00:00,0
10/02/2019 00:00:00,0
11/02/2019 00:00:00,0
12/02/2019 00:00:00,0
13/02/2019 00:00:00,0
14/02/2019 00:00:00,0
15/02/2019 00:00:00,0
16/02/2019 00:00:00,0
17/02/2019 00:00:00,0
18/02/2019 00:00:00,0
19/02/2019 00:00:00,0
20/02/2019 00:00:00,0
21/02/2019 00:00:00,0
22/02/2019 00:00:00,0
23/02/2019 00:00:00,0
24/02/2019 00:00:00,0
25/02/2019 00:00:00,0
26/02/2019 00:00:00,0
27/02/2019 00:00:00,0
28/02/2019 00:00:00,0
01/03/2019 00:00:00,0
