ISOTIME,Flow_m3_s,sal,temp,trace_1,trace_2,trace_3,trace_4,trace_5
16/02/1990 00:00,0.087026765,7.4558,17.39523054,0,0,0,1,0
17/02/1990 00:00,0.082724332,7.5251,17.39523054,0,0,0,1,0
18/02/1990 00:00,0.08022028,7.5504,17.39523054,0,0,0,1,0
19/02/1990 00:00,0.079318049,7.76215,17.39523054,0,0,0,1,0
20/02/1990 00:00,0.072340176,7.88865,17.39523054,0,0,0,1,0
21/02/1990 00:00,0.068537477,7.9585,17.39523054,0,0,0,1,0
22/02/1990 00:00,0.066564233,7.87875,17.39523054,0,0,0,1,0
23/02/1990 00:00,0.068830416,7.8474,17.39523054,0,0,0,1,0
24/02/1990 00:00,0.069745205,7.5636,17.39523054,0,0,0,1,0
25/02/1990 00:00,0.078871826,7.3172,17.39523054,0,0,0,1,0
26/02/1990 00:00,0.088065154,7.29135,17.39523054,0,0,0,1,0
27/02/1990 00:00,0.089114803,7.09115,17.39523054,0,0,0,1,0
28/02/1990 00:00,0.097771625,7.8991,17.39523054,0,0,0,1,0
01/03/1990 00:00,0.068238239,7.74345,60.31999393,0,0,0,1,0
02/03/1990 00:00,0.072928213,8.03055,60.31999393,0,0,0,1,0
03/03/1990 00:00,0.064588795,8.0982,60.31999393,0,0,0,1,0
04/03/1990 00:00,0.062804071,7.96015,60.31999393,0,0,0,1,0
05/03/1990 00:00,0.066506597,8.228,60.31999393,0,0,0,1,0
06/03/1990 00:00,0.059563503,7.9596,60.31999393,0,0,0,1,0
07/03/1990 00:00,0.06652152,8.51125,60.31999393,0,0,0,1,0
08/03/1990 00:00,0.053212357,8.1411,60.31999393,0,0,0,1,0
09/03/1990 00:00,0.061708663,7.6505,60.31999393,0,0,0,1,0
10/03/1990 00:00,0.075912069,7.99205,60.31999393,0,0,0,1,0
11/03/1990 00:00,0.065634994,8.1796,60.31999393,0,0,0,1,0
12/03/1990 00:00,0.060750195,7.9948,60.31999393,0,0,0,1,0
13/03/1990 00:00,0.065556051,7.8804,60.31999393,0,0,0,1,0
14/03/1990 00:00,0.068783386,7.91835,60.31999393,0,0,0,1,0
15/03/1990 00:00,0.067693708,8.08555,60.31999393,0,0,0,1,0
16/03/1990 00:00,0.06314068,8.31875,60.31999393,0,0,0,1,0
17/03/1990 00:00,0.057433194,8.20875,60.31999393,0,0,0,1,0
18/03/1990 00:00,0.060037132,8.27695,60.31999393,0,0,0,1,0
19/03/1990 00:00,0.058405083,8.0069,60.31999393,0,0,0,1,0
20/03/1990 00:00,0.065225355,8.58495,60.31999393,0,0,0,1,0
21/03/1990 00:00,0.051708363,8.74995,60.31999393,0,0,0,1,0
22/03/1990 00:00,0.048525182,8.36275,60.31999393,0,0,0,1,0
23/03/1990 00:00,0.056424885,8.72025,60.31999393,0,0,0,1,0
24/03/1990 00:00,0.049075161,9.4721,60.31999393,0,0,0,1,0
25/03/1990 00:00,0.037255478,10.1299,60.31999393,0,0,0,1,0
26/03/1990 00:00,0.029784334,8.17025,60.31999393,0,0,0,1,0
27/03/1990 00:00,0.060979094,7.7748,60.31999393,0,0,0,1,0
28/03/1990 00:00,0.071953517,8.0971,60.31999393,0,0,0,1,0
29/03/1990 00:00,0.062840914,8.4128,60.31999393,0,0,0,1,0
30/03/1990 00:00,0.055318075,8.4216,60.31999393,0,0,0,1,0
31/03/1990 00:00,0.055119689,8.13835,60.31999393,0,0,0,1,0
01/04/1990 00:00,0.061784076,8.45185,27.37685929,0,0,0,1,0
02/04/1990 00:00,0.054473619,8.1785,27.37685929,0,0,0,1,0
03/04/1990 00:00,0.06077337,8.91165,27.37685929,0,0,0,1,0
04/04/1990 00:00,0.045649454,8.79395,27.37685929,0,0,0,1,0
05/04/1990 00:00,0.047721525,8.7285,27.37685929,0,0,0,1,0
06/04/1990 00:00,0.048923158,8.5756,27.37685929,0,0,0,1,0
07/04/1990 00:00,0.05188718,8.51125,27.37685929,0,0,0,1,0
08/04/1990 00:00,0.053208086,8.3237,27.37685929,0,0,0,1,0
09/04/1990 00:00,0.057319596,8.1554,27.37685929,0,0,0,1,0
10/04/1990 00:00,0.061348325,8.20215,27.37685929,0,0,0,1,0
11/04/1990 00:00,0.060196059,9.10085,27.37685929,0,0,0,1,0
12/04/1990 00:00,0.042561149,8.42105,27.37685929,0,0,0,1,0
13/04/1990 00:00,0.055132183,7.71925,27.37685929,0,0,0,1,0
14/04/1990 00:00,0.073691794,8.2181,27.37685929,0,0,0,1,0
15/04/1990 00:00,0.059802341,8.51675,27.37685929,0,0,0,1,0
16/04/1990 00:00,0.053097346,8.41115,27.37685929,0,0,0,1,0
17/04/1990 00:00,0.055354685,8.4018,27.37685929,0,0,0,1,0
18/04/1990 00:00,0.055559509,8.73235,27.37685929,0,0,0,1,0
19/04/1990 00:00,0.0488544,8.41335,27.37685929,0,0,0,1,0
20/04/1990 00:00,0.055301066,7.2369,27.37685929,0,0,0,1,0
21/04/1990 00:00,0.091364747,8.49365,27.37685929,0,0,0,1,0
22/04/1990 00:00,0.053578255,8.68725,27.37685929,0,0,0,1,0
23/04/1990 00:00,0.049705599,8.78295,27.37685929,0,0,0,1,0
24/04/1990 00:00,0.047922106,8.77525,27.37685929,0,0,0,1,0
25/04/1990 00:00,0.048057674,8.13835,27.37685929,0,0,0,1,0
26/04/1990 00:00,0.061778998,8.8242,27.37685929,0,0,0,1,0
27/04/1990 00:00,0.047175053,8.8979,27.37685929,0,0,0,1,0
28/04/1990 00:00,0.045885159,8.6614,27.37685929,0,0,0,1,0
29/04/1990 00:00,0.050198448,9.218,27.37685929,0,0,0,1,0
30/04/1990 00:00,0.040784788,8.64765,27.37685929,0,0,0,1,0
01/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
02/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
03/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
04/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
05/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
06/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
07/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
08/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
09/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
10/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
11/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
12/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
13/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
14/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
15/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
16/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
17/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
18/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
19/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
20/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
21/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
22/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
23/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
24/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
25/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
26/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
27/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
28/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
29/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
30/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
31/05/1990 00:00,0,8.64765,22.04467784,0,0,0,1,0
01/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
02/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
03/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
04/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
05/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
06/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
07/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
08/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
09/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
10/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
11/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
12/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
13/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
14/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
15/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
16/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
17/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
18/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
19/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
20/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
21/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
22/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
23/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
24/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
25/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
26/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
27/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
28/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
29/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
30/06/1990 00:00,0,8.64765,21.16519079,0,0,0,1,0
01/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
02/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
03/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
04/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
05/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
06/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
07/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
08/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
09/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
10/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
11/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
12/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
13/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
14/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
15/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
16/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
17/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
18/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
19/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
20/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
21/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
22/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
23/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
24/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
25/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
26/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
27/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
28/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
29/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
30/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
31/07/1990 00:00,0,8.64765,19.43976354,0,0,0,1,0
01/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
02/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
03/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
04/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
05/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
06/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
07/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
08/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
09/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
10/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
11/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
12/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
13/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
14/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
15/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
16/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
17/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
18/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
19/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
20/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
21/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
22/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
23/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
24/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
25/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
26/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
27/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
28/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
29/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
30/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
31/08/1990 00:00,0,8.64765,16.39569601,0,0,0,1,0
01/09/1990 00:00,0,8.64765,13.44956301,0,0,0,1,0
02/09/1990 00:00,0,8.64765,13.44956301,0,0,0,1,0
03/09/1990 00:00,0,8.64765,13.44956301,0,0,0,1,0
04/09/1990 00:00,0,6.9454,13.44956301,0,0,0,1,0
05/09/1990 00:00,0.554398902,6.3305,13.44956301,0,0,0,1,0
06/09/1990 00:00,0.959897078,6.4295,13.44956301,0,0,0,1,0
07/09/1990 00:00,0.894359309,6.6605,13.44956301,0,0,0,1,0
08/09/1990 00:00,0.742256577,6.80625,13.44956301,0,0,0,1,0
09/09/1990 00:00,0.646214182,6.8695,13.44956301,0,0,0,1,0
10/09/1990 00:00,0.604265402,6.6836,13.44956301,0,0,0,1,0
11/09/1990 00:00,0.726907228,3.993,13.44956301,0,0,0,1,0
12/09/1990 00:00,2.500844738,6.51475,13.44956301,0,0,0,1,0
13/09/1990 00:00,0.838209028,6.64675,13.44956301,0,0,0,1,0
14/09/1990 00:00,0.75125662,6.66105,13.44956301,0,0,0,1,0
15/09/1990 00:00,0.741984014,6.73805,13.44956301,0,0,0,1,0
16/09/1990 00:00,0.691058509,6.83155,13.44956301,0,0,0,1,0
17/09/1990 00:00,0.629551764,6.98555,13.44956301,0,0,0,1,0
18/09/1990 00:00,0.527838021,7.0796,13.44956301,0,0,0,1,0
19/09/1990 00:00,0.466022522,7.0664,13.44956301,0,0,0,1,0
20/09/1990 00:00,0.474608785,6.4691,13.44956301,0,0,0,1,0
21/09/1990 00:00,0.868221756,6.91405,13.44956301,0,0,0,1,0
22/09/1990 00:00,0.575106368,7.2358,13.44956301,0,0,0,1,0
23/09/1990 00:00,0.362863347,7.1313,13.44956301,0,0,0,1,0
24/09/1990 00:00,0.431986359,5.5792,13.44956301,0,0,0,1,0
25/09/1990 00:00,1.454886106,6.699,13.44956301,0,0,0,1,0
26/09/1990 00:00,0.716788991,6.9608,13.44956301,0,0,0,1,0
27/09/1990 00:00,0.544059706,6.9894,13.44956301,0,0,0,1,0
28/09/1990 00:00,0.525511346,7.00865,13.44956301,0,0,0,1,0
29/09/1990 00:00,0.512518418,7.3095,13.44956301,0,0,0,1,0
30/09/1990 00:00,0.314362244,4.9621,13.44956301,0,0,0,1,0
01/10/1990 00:00,1.861976167,4.9819,11.1764757,0,0,0,1,0
02/10/1990 00:00,1.848909998,5.03305,11.1764757,0,0,0,1,0
03/10/1990 00:00,1.815106098,5.14305,11.1764757,0,0,0,1,0
04/10/1990 00:00,1.74261069,5.09465,11.1764757,0,0,0,1,0
05/10/1990 00:00,1.774494758,4.8752,11.1764757,0,0,0,1,0
06/10/1990 00:00,1.919045735,5.25965,11.1764757,0,0,0,1,0
07/10/1990 00:00,1.665860728,4.96045,11.1764757,0,0,0,1,0
08/10/1990 00:00,1.862870793,5.23325,11.1764757,0,0,0,1,0
09/10/1990 00:00,1.683284064,5.29045,11.1764757,0,0,0,1,0
10/10/1990 00:00,1.645349089,5.6496,11.1764757,0,0,0,1,0
11/10/1990 00:00,1.408505447,6.00435,11.1764757,0,0,0,1,0
12/10/1990 00:00,1.174718281,6.20675,11.1764757,0,0,0,1,0
13/10/1990 00:00,1.041399754,6.03075,11.1764757,0,0,0,1,0
14/10/1990 00:00,1.157327446,5.7904,11.1764757,0,0,0,1,0
15/10/1990 00:00,1.315728391,5.7563,11.1764757,0,0,0,1,0
16/10/1990 00:00,1.338272333,6.0379,11.1764757,0,0,0,1,0
17/10/1990 00:00,1.152671593,6.0456,11.1764757,0,0,0,1,0
18/10/1990 00:00,1.147515592,5.7651,11.1764757,0,0,0,1,0
19/10/1990 00:00,1.332639928,5.39,11.1764757,0,0,0,1,0
20/10/1990 00:00,1.579825807,5.48515,11.1764757,0,0,0,1,0
21/10/1990 00:00,1.516968666,5.91415,11.1764757,0,0,0,1,0
22/10/1990 00:00,1.234305906,6.0225,11.1764757,0,0,0,1,0
23/10/1990 00:00,1.162845208,6.072,11.1764757,0,0,0,1,0
24/10/1990 00:00,1.130285174,6.23645,11.1764757,0,0,0,1,0
25/10/1990 00:00,1.021821593,6.28155,11.1764757,0,0,0,1,0
26/10/1990 00:00,0.992115489,6.3349,11.1764757,0,0,0,1,0
27/10/1990 00:00,0.956723288,6.29915,11.1764757,0,0,0,1,0
28/10/1990 00:00,0.980397074,6.27275,11.1764757,0,0,0,1,0
29/10/1990 00:00,0.997978264,6.09785,11.1764757,0,0,0,1,0
30/10/1990 00:00,1.113258019,7.42775,11.1764757,0,0,0,1,0
31/10/1990 00:00,0.236516327,6.44105,11.1764757,0,0,0,1,0
01/11/1990 00:00,0.887038592,7.32215,11.3865356,0,0,0,1,0
02/11/1990 00:00,0.305985317,7.3271,11.3865356,0,0,0,1,0
03/11/1990 00:00,0.302690425,7.3447,11.3865356,0,0,0,1,0
04/11/1990 00:00,0.291191573,7.39145,11.3865356,0,0,0,1,0
05/11/1990 00:00,0.260204966,7.40245,11.3865356,0,0,0,1,0
06/11/1990 00:00,0.253100693,7.425,11.3865356,0,0,0,1,0
07/11/1990 00:00,0.238340463,7.4448,11.3865356,0,0,0,1,0
08/11/1990 00:00,0.225231211,7.43985,11.3865356,0,0,0,1,0
09/11/1990 00:00,0.228266889,7.4426,11.3865356,0,0,0,1,0
10/11/1990 00:00,0.226686528,7.44205,11.3865356,0,0,0,1,0
11/11/1990 00:00,0.226856869,7.4668,11.3865356,0,0,0,1,0
12/11/1990 00:00,0.210660539,7.47835,11.3865356,0,0,0,1,0
13/11/1990 00:00,0.203156156,7.48,11.3865356,0,0,0,1,0
14/11/1990 00:00,0.201984239,7.47395,11.3865356,0,0,0,1,0
15/11/1990 00:00,0.205773024,7.47835,11.3865356,0,0,0,1,0
16/11/1990 00:00,0.203059052,7.4855,11.3865356,0,0,0,1,0
17/11/1990 00:00,0.198195605,7.4855,11.3865356,0,0,0,1,0
18/11/1990 00:00,0.198478875,7.4921,11.3865356,0,0,0,1,0
19/11/1990 00:00,0.193802113,7.5075,11.3865356,0,0,0,1,0
20/11/1990 00:00,0.183837993,7.5042,11.3865356,0,0,0,1,0
21/11/1990 00:00,0.186104459,7.49705,11.3865356,0,0,0,1,0
22/11/1990 00:00,0.190688377,7.5053,11.3865356,0,0,0,1,0
23/11/1990 00:00,0.185453394,7.50805,11.3865356,0,0,0,1,0
24/11/1990 00:00,0.183578287,7.5141,11.3865356,0,0,0,1,0
25/11/1990 00:00,0.179298567,7.52015,11.3865356,0,0,0,1,0
26/11/1990 00:00,0.175512881,7.52565,11.3865356,0,0,0,1,0
27/11/1990 00:00,0.171901638,7.5306,11.3865356,0,0,0,1,0
28/11/1990 00:00,0.168571978,7.53115,11.3865356,0,0,0,1,0
29/11/1990 00:00,0.168301359,7.53885,11.3865356,0,0,0,1,0
30/11/1990 00:00,0.163113984,7.5361,11.3865356,0,0,0,1,0
01/12/1990 00:00,0.164903585,7.546,12.77395312,0,0,0,1,0
02/12/1990 00:00,0.158465612,7.5482,12.77395312,0,0,0,1,0
03/12/1990 00:00,0.157066522,7.5482,12.77395312,0,0,0,1,0
04/12/1990 00:00,0.156998705,7.5416,12.77395312,0,0,0,1,0
05/12/1990 00:00,0.161421993,7.54325,12.77395312,0,0,0,1,0
06/12/1990 00:00,0.160276697,7.52235,12.77395312,0,0,0,1,0
07/12/1990 00:00,0.174079066,7.5537,12.77395312,0,0,0,1,0
08/12/1990 00:00,0.153538143,7.55095,12.77395312,0,0,0,1,0
09/12/1990 00:00,0.155180958,7.4943,12.77395312,0,0,0,1,0
10/12/1990 00:00,0.192461147,7.55645,12.77395312,0,0,0,1,0
11/12/1990 00:00,0.151481433,7.5658,12.77395312,0,0,0,1,0
12/12/1990 00:00,0.145301143,7.56415,12.77395312,0,0,0,1,0
13/12/1990 00:00,0.146346004,7.5724,12.77395312,0,0,0,1,0
14/12/1990 00:00,0.141131494,7.5746,12.77395312,0,0,0,1,0
15/12/1990 00:00,0.139439435,7.58175,12.77395312,0,0,0,1,0
16/12/1990 00:00,0.134789094,7.58945,12.77395312,0,0,0,1,0
17/12/1990 00:00,0.129872794,7.5757,12.77395312,0,0,0,1,0
18/12/1990 00:00,0.138828701,7.58395,12.77395312,0,0,0,1,0
19/12/1990 00:00,0.133259261,7.58615,12.77395312,0,0,0,1,0
20/12/1990 00:00,0.132035412,7.59055,12.77395312,0,0,0,1,0
21/12/1990 00:00,0.12919929,7.58615,12.77395312,0,0,0,1,0
22/12/1990 00:00,0.13184588,7.59605,12.77395312,0,0,0,1,0
23/12/1990 00:00,0.125604204,7.5977,12.77395312,0,0,0,1,0
24/12/1990 00:00,0.124479832,7.60045,12.77395312,0,0,0,1,0
25/12/1990 00:00,0.122409282,7.60595,12.77395312,0,0,0,1,0
26/12/1990 00:00,0.119061862,7.6098,12.77395312,0,0,0,1,0
27/12/1990 00:00,0.11636271,7.6021,12.77395312,0,0,0,1,0
28/12/1990 00:00,0.121567312,7.60705,12.77395312,0,0,0,1,0
29/12/1990 00:00,0.118285388,7.61475,12.77395312,0,0,0,1,0
30/12/1990 00:00,0.113039744,7.61035,12.77395312,0,0,0,1,0
31/12/1990 00:00,0.115921195,8.64765,12.77395312,0,0,0,1,0
01/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
02/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
03/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
04/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
05/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
06/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
07/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
08/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
09/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
10/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
11/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
12/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
13/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
14/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
15/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
16/01/1991 00:00,0,8.64765,15.29745217,0,0,0,1,0
17/01/1991 00:00,0,7.7066,15.29745217,0,0,0,1,0
