ID,NCS_fs1,NCS_fs2,NCS_fs3,NCS_sed_porosity,OGM_sedimentOMfrac
4474,0.017,0,0.983,0.5803,0.0223
4475,0.017,0,0.983,0.5788,0.0221
4476,0.017,0,0.983,0.5779,0.022
4477,0.017,0,0.983,0.5801,0.0223
4478,0.017,0,0.983,0.5804,0.0223
4479,0.017,0,0.983,0.5796,0.0222
4480,0.017,0,0.983,0.5802,0.0223
4481,0.017,0,0.983,0.5638,0.0202
4482,0.106,0.008,0.886,0.6083,0.0251
4483,0.017,0,0.983,0.5865,0.023
4484,0.017,0,0.983,0.5782,0.022
4485,0.106,0.008,0.886,0.6389,0.0275
4486,0.106,0.008,0.886,0.6513,0.0284
4487,0.106,0.008,0.886,0.6408,0.0276
4488,0.106,0.008,0.886,0.6147,0.0256
4489,0.017,0,0.983,0.5946,0.0238
4490,0.017,0,0.983,0.5857,0.0229
4491,0.017,0,0.983,0.5871,0.0231
4492,0.017,0,0.983,0.5752,0.0217
4493,0.017,0,0.983,0.5782,0.022
4494,0.017,0,0.983,0.5784,0.0221
4495,0.017,0,0.983,0.5768,0.0219
4496,0.017,0,0.983,0.5775,0.022
4497,0.017,0,0.983,0.5757,0.0217
4498,0.017,0,0.983,0.5789,0.0221
4499,0.017,0,0.983,0.5833,0.0227
4500,0.017,0,0.983,0.5798,0.0222
4501,0.017,0,0.983,0.5785,0.0221
4502,0.017,0,0.983,0.5796,0.0222
4503,0.017,0,0.983,0.5784,0.0221
4504,0.017,0,0.983,0.5775,0.022
4505,0.017,0,0.983,0.5638,0.0202
4506,0.106,0.008,0.886,0.6099,0.0252
4507,0.017,0,0.983,0.5884,0.0232
4508,0.106,0.008,0.886,0.6411,0.0276
4509,0.106,0.008,0.886,0.6605,0.029
4510,0.106,0.008,0.886,0.6389,0.0275
4511,0.106,0.008,0.886,0.6091,0.0252
4512,0.017,0,0.983,0.5919,0.0236
4513,0.017,0,0.983,0.5858,0.0229
4514,0.017,0,0.983,0.5762,0.0218
4515,0.017,0,0.983,0.5781,0.022
4516,0.017,0,0.983,0.5778,0.022
4517,0.017,0,0.983,0.5763,0.0218
4518,0.017,0,0.983,0.575,0.0216
4519,0.017,0,0.983,0.5753,0.0217
4520,0.017,0,0.983,0.5767,0.0219
4521,0.017,0,0.983,0.5783,0.0221
4522,0.017,0,0.983,0.5773,0.0219
4523,0.017,0,0.983,0.5763,0.0218
4524,0.017,0,0.983,0.5775,0.022
4525,0.017,0,0.983,0.5742,0.0215
4526,0.017,0,0.983,0.5732,0.0214
4527,0.017,0,0.983,0.5737,0.0214
4528,0.017,0,0.983,0.5638,0.0202
4529,0.106,0.008,0.886,0.618,0.0259
4530,0.017,0,0.983,0.592,0.0236
4531,0.106,0.008,0.886,0.6478,0.0281
4532,0.106,0.008,0.886,0.6586,0.0289
4533,0.106,0.008,0.886,0.6367,0.0273
4534,0.106,0.008,0.886,0.6108,0.0253
4535,0.017,0,0.983,0.5871,0.0231
4536,0.017,0,0.983,0.5943,0.0238
4537,0.017,0,0.983,0.5808,0.0224
4538,0.017,0,0.983,0.5749,0.0216
4539,0.017,0,0.983,0.5766,0.0218
4540,0.017,0,0.983,0.5745,0.0216
4541,0.017,0,0.983,0.5752,0.0217
4542,0.017,0,0.983,0.5746,0.0216
4543,0.017,0,0.983,0.5756,0.0217
4544,0.017,0,0.983,0.5922,0.0236
4545,0.017,0,0.983,0.5743,0.0215
4546,0.017,0,0.983,0.5741,0.0215
4547,0.017,0,0.983,0.5638,0.0202
4548,0.106,0.008,0.886,0.6301,0.0268
4549,0.106,0.008,0.886,0.656,0.0287
4550,0.106,0.008,0.886,0.6566,0.0287
4551,0.106,0.008,0.886,0.6357,0.0273
4552,0.106,0.008,0.886,0.6085,0.0251
4553,0.017,0,0.983,0.5858,0.0229
4554,0.017,0,0.983,0.5886,0.0232
4555,0.017,0,0.983,0.5775,0.022
4556,0.017,0,0.983,0.5711,0.0211
4557,0.017,0,0.983,0.5741,0.0215
4558,0.017,0,0.983,0.5739,0.0215
4559,0.017,0,0.983,0.5743,0.0215
4560,0.017,0,0.983,0.5739,0.0215
4561,0.017,0,0.983,0.5968,0.0241
4562,0.017,0,0.983,0.5745,0.0216
4563,0.106,0.008,0.886,0.6431,0.0278
4564,0.017,0,0.983,0.5733,0.0214
4565,0.017,0,0.983,0.5638,0.0202
4566,0.106,0.008,0.886,0.6675,0.0294
4567,0.106,0.008,0.886,0.6632,0.0292
4568,0.106,0.008,0.886,0.6388,0.0275
4569,0.106,0.008,0.886,0.606,0.0249
4570,0.017,0,0.983,0.5786,0.0221
4571,0.017,0,0.983,0.5842,0.0228
4572,0.017,0,0.983,0.5702,0.0209
4573,0.017,0,0.983,0.5732,0.0214
4574,0.017,0,0.983,0.6012,0.0245
4575,0.017,0,0.983,0.5745,0.0216
4576,0.106,0.008,0.886,0.6522,0.0284
4577,0.017,0,0.983,0.5725,0.0213
4578,0.106,0.008,0.886,0.6631,0.0292
4579,0.106,0.008,0.886,0.6558,0.0287
4580,0.106,0.008,0.886,0.636,0.0273
4581,0.017,0,0.983,0.6053,0.0248
4582,0.017,0,0.983,0.5802,0.0223
4583,0.017,0,0.983,0.5696,0.0208
4584,0.017,0,0.983,0.5886,0.0232
4585,0.106,0.008,0.886,0.6537,0.0285
4586,0.017,0,0.983,0.5947,0.0239
4587,0.106,0.008,0.886,0.666,0.0293
4588,0.106,0.008,0.886,0.6558,0.0287
4589,0.106,0.008,0.886,0.629,0.0268
4590,0.017,0,0.983,0.6026,0.0246
4591,0.017,0,0.983,0.5746,0.0216
4592,0.017,0,0.983,0.5848,0.0228
4593,0.106,0.008,0.886,0.6545,0.0286
4594,0.017,0,0.983,0.5938,0.0238
4595,0.106,0.008,0.886,0.6675,0.0294
4596,0.106,0.008,0.886,0.6511,0.0284
4597,0.106,0.008,0.886,0.621,0.0261
4598,0.017,0,0.983,0.6012,0.0245
4599,0.017,0,0.983,0.5811,0.0224
4600,0.106,0.008,0.886,0.6668,0.0294
4601,0.106,0.008,0.886,0.6075,0.025
4602,0.106,0.008,0.886,0.6712,0.0297
4603,0.106,0.008,0.886,0.6459,0.028
4604,0.106,0.008,0.886,0.6118,0.0254
4605,0.017,0,0.983,0.5958,0.024
4606,0.017,0,0.983,0.5769,0.0219
4607,0.017,0,0.983,0.5845,0.0228
4608,0.106,0.008,0.886,0.6712,0.0297
4609,0.106,0.008,0.886,0.6359,0.0273
4610,0.106,0.008,0.886,0.6694,0.0296
4611,0.106,0.008,0.886,0.6395,0.0275
4612,0.106,0.008,0.886,0.6082,0.0251
4613,0.017,0,0.983,0.5927,0.0237
4614,0.017,0,0.983,0.5783,0.0221
4615,0.017,0,0.983,0.5816,0.0225
4616,0.106,0.008,0.886,0.6708,0.0297
4617,0.106,0.008,0.886,0.6499,0.0283
4618,0.106,0.008,0.886,0.6671,0.0294
4619,0.106,0.008,0.886,0.6377,0.0274
4620,0.106,0.008,0.886,0.6074,0.025
4621,0.017,0,0.983,0.588,0.0232
4622,0.017,0,0.983,0.5757,0.0217
4623,0.106,0.008,0.886,0.6718,0.0297
4624,0.106,0.008,0.886,0.6233,0.0263
4625,0.106,0.008,0.886,0.6697,0.0296
4626,0.106,0.008,0.886,0.6442,0.0279
4627,0.106,0.008,0.886,0.6134,0.0255
4628,0.017,0,0.983,0.5925,0.0236
4629,0.017,0,0.983,0.5771,0.0219
4630,0.106,0.008,0.886,0.6597,0.0289
4631,0.017,0,0.983,0.6002,0.0244
4632,0.106,0.008,0.886,0.6665,0.0294
4633,0.106,0.008,0.886,0.6514,0.0284
4634,0.106,0.008,0.886,0.6304,0.0269
4635,0.106,0.008,0.886,0.6079,0.0251
4636,0.017,0,0.983,0.5813,0.0224
4637,0.106,0.008,0.886,0.6522,0.0284
4638,0.106,0.008,0.886,0.6115,0.0254
4639,0.106,0.008,0.886,0.6631,0.0292
4640,0.017,0,0.983,0.5703,0.021
4641,0.106,0.008,0.886,0.6595,0.0289
4642,0.106,0.008,0.886,0.6411,0.0277
4643,0.106,0.008,0.886,0.6187,0.026
4644,0.017,0,0.983,0.5801,0.0223
4645,0.017,0,0.983,0.6015,0.0245
4646,0.106,0.008,0.886,0.655,0.0286
4647,0.017,0,0.983,0.5903,0.0234
4648,0.106,0.008,0.886,0.663,0.0291
4649,0.106,0.008,0.886,0.6608,0.029
4650,0.017,0,0.983,0.5749,0.0216
4651,0.106,0.008,0.886,0.6468,0.0281
4652,0.106,0.008,0.886,0.6302,0.0269
4653,0.106,0.008,0.886,0.6062,0.0249
4654,0.017,0,0.983,0.5748,0.0216
4655,0.017,0,0.983,0.5899,0.0234
4656,0.106,0.008,0.886,0.6587,0.0289
4657,0.106,0.008,0.886,0.6677,0.0295
4658,0.106,0.008,0.886,0.6648,0.0293
4659,0.106,0.008,0.886,0.6517,0.0284
4660,0.106,0.008,0.886,0.6006,0.0244
4661,0.017,0,0.983,0.5941,0.0238
4662,0.106,0.008,0.886,0.6644,0.0292
4663,0.106,0.008,0.886,0.6358,0.0273
4664,0.106,0.008,0.886,0.6088,0.0251
4665,0.017,0,0.983,0.5895,0.0233
4666,0.017,0,0.983,0.5741,0.0215
4667,0.106,0.008,0.886,0.6645,0.0292
4668,0.106,0.008,0.886,0.6555,0.0286
4669,0.106,0.008,0.886,0.6373,0.0274
4670,0.106,0.008,0.886,0.6223,0.0262
4671,0.106,0.008,0.886,0.6735,0.0298
4672,0.106,0.008,0.886,0.6108,0.0253
4673,0.017,0,0.983,0.5818,0.0225
4674,0.106,0.008,0.886,0.6593,0.0289
4675,0.106,0.008,0.886,0.6652,0.0293
4676,0.017,0,0.983,0.6032,0.0246
4677,0.106,0.008,0.886,0.6091,0.0252
4678,0.017,0,0.983,0.5907,0.0235
4679,0.017,0,0.983,0.5929,0.0237
4680,0.017,0,0.983,0.5751,0.0216
4681,0.017,0,0.983,0.5841,0.0227
4682,0.106,0.008,0.886,0.6453,0.0279
4683,0.106,0.008,0.886,0.623,0.0263
4684,0.106,0.008,0.886,0.6088,0.0251
4685,0.017,0,0.983,0.6036,0.0247
4686,0.106,0.008,0.886,0.6728,0.0298
4687,0.106,0.008,0.886,0.6431,0.0278
4688,0.017,0,0.983,0.5959,0.024
4689,0.017,0,0.983,0.5798,0.0222
4690,0.106,0.008,0.886,0.6746,0.0299
4691,0.106,0.008,0.886,0.6572,0.0288
4692,0.017,0,0.983,0.5943,0.0238
4693,0.017,0,0.983,0.5998,0.0243
4694,0.017,0,0.983,0.5969,0.0241
4695,0.017,0,0.983,0.5818,0.0225
4696,0.106,0.008,0.886,0.6316,0.027
4697,0.106,0.008,0.886,0.6098,0.0252
4698,0.017,0,0.983,0.5963,0.024
4699,0.017,0,0.983,0.5878,0.0231
4700,0.106,0.008,0.886,0.6668,0.0294
4701,0.106,0.008,0.886,0.6419,0.0277
4702,0.017,0,0.983,0.597,0.0241
4703,0.106,0.008,0.886,0.674,0.0299
4704,0.017,0,0.983,0.5941,0.0238
4705,0.106,0.008,0.886,0.6766,0.03
4706,0.106,0.008,0.886,0.6414,0.0277
4707,0.017,0,0.983,0.593,0.0237
4708,0.017,0,0.983,0.5962,0.024
4709,0.017,0,0.983,0.5805,0.0223
4710,0.017,0,0.983,0.5971,0.0241
4711,0.017,0,0.983,0.593,0.0237
4712,0.017,0,0.983,0.5848,0.0228
4713,0.017,0,0.983,0.5791,0.0222
4714,0.017,0,0.983,0.5813,0.0224
4715,0.106,0.008,0.886,0.6146,0.0256
4716,0.017,0,0.983,0.5986,0.0242
4717,0.017,0,0.983,0.5873,0.0231
4718,0.106,0.008,0.886,0.6495,0.0282
4719,0.106,0.008,0.886,0.6556,0.0287
4720,0.106,0.008,0.886,0.6824,0.0304
4721,0.106,0.008,0.886,0.6818,0.0304
4722,0.017,0,0.983,0.5969,0.0241
4723,0.106,0.008,0.886,0.6583,0.0288
4724,0.106,0.008,0.886,0.6443,0.0279
4725,0.106,0.008,0.886,0.6156,0.0257
4726,0.017,0,0.983,0.5915,0.0235
4727,0.017,0,0.983,0.5779,0.022
4728,0.017,0,0.983,0.5839,0.0227
4729,0.017,0,0.983,0.5923,0.0236
4730,0.017,0,0.983,0.595,0.0239
4731,0.017,0,0.983,0.5879,0.0232
4732,0.017,0,0.983,0.5766,0.0218
4733,0.017,0,0.983,0.5755,0.0217
4734,0.017,0,0.983,0.5767,0.0219
4735,0.017,0,0.983,0.5968,0.0241
4736,0.017,0,0.983,0.5873,0.0231
4737,0.106,0.008,0.886,0.6065,0.0249
4738,0.106,0.008,0.886,0.6716,0.0297
4739,0.106,0.008,0.886,0.6593,0.0289
4740,0.106,0.008,0.886,0.6244,0.0264
4741,0.017,0,0.983,0.5893,0.0233
4742,0.106,0.008,0.886,0.6311,0.0269
4743,0.106,0.008,0.886,0.653,0.0285
4744,0.017,0,0.983,0.5929,0.0237
4745,0.017,0,0.983,0.5799,0.0223
4746,0.017,0,0.983,0.5904,0.0234
4747,0.017,0,0.983,0.5925,0.0236
4748,0.017,0,0.983,0.5976,0.0241
4749,0.017,0,0.983,0.5913,0.0235
4750,0.017,0,0.983,0.5783,0.0221
4751,0.017,0,0.983,0.5719,0.0212
4752,0.017,0,0.983,0.573,0.0213
4753,0.017,0,0.983,0.5725,0.0213
4754,0.017,0,0.983,0.5745,0.0216
4755,0.017,0,0.983,0.5819,0.0225
4756,0.106,0.008,0.886,0.652,0.0284
4757,0.106,0.008,0.886,0.6153,0.0257
4758,0.017,0,0.983,0.5821,0.0225
4759,0.017,0,0.983,0.5804,0.0223
4760,0.017,0,0.983,0.5738,0.0215
4761,0.106,0.008,0.886,0.6179,0.0259
4762,0.017,0,0.983,0.5943,0.0238
4763,0.106,0.008,0.886,0.6515,0.0284
4764,0.106,0.008,0.886,0.6537,0.0285
4765,0.017,0,0.983,0.5776,0.022
4766,0.017,0,0.983,0.5857,0.0229
4767,0.017,0,0.983,0.5927,0.0237
4768,0.017,0,0.983,0.5917,0.0236
4769,0.017,0,0.983,0.5824,0.0226
4770,0.017,0,0.983,0.5846,0.0228
4771,0.017,0,0.983,0.585,0.0228
4772,0.017,0,0.983,0.5792,0.0222
4773,0.017,0,0.983,0.5753,0.0217
4774,0.017,0,0.983,0.5734,0.0214
4775,0.017,0,0.983,0.5791,0.0222
4776,0.017,0,0.983,0.5809,0.0224
4777,0.017,0,0.983,0.5762,0.0218
4778,0.017,0,0.983,0.5791,0.0222
4779,0.017,0,0.983,0.6048,0.0248
4780,0.017,0,0.983,0.5837,0.0227
4781,0.017,0,0.983,0.5731,0.0214
4782,0.017,0,0.983,0.5707,0.021
4783,0.017,0,0.983,0.5751,0.0216
4784,0.106,0.008,0.886,0.6186,0.026
4785,0.017,0,0.983,0.5956,0.0239
4786,0.106,0.008,0.886,0.6463,0.028
4787,0.106,0.008,0.886,0.6466,0.028
4788,0.106,0.008,0.886,0.6113,0.0254
4789,0.017,0,0.983,0.5773,0.0219
4790,0.017,0,0.983,0.5849,0.0228
4791,0.017,0,0.983,0.5849,0.0228
4792,0.017,0,0.983,0.5809,0.0224
4793,0.017,0,0.983,0.5812,0.0224
4794,0.017,0,0.983,0.5758,0.0217
4795,0.017,0,0.983,0.5804,0.0223
4796,0.017,0,0.983,0.5791,0.0222
4797,0.017,0,0.983,0.5845,0.0228
4798,0.017,0,0.983,0.5827,0.0226
4799,0.017,0,0.983,0.5908,0.0235
4800,0.017,0,0.983,0.6022,0.0246
4801,0.017,0,0.983,0.602,0.0245
4802,0.017,0,0.983,0.5821,0.0225
4803,0.017,0,0.983,0.5747,0.0216
4804,0.017,0,0.983,0.5701,0.0209
4805,0.017,0,0.983,0.5745,0.0216
4806,0.017,0,0.983,0.5781,0.022
4807,0.017,0,0.983,0.577,0.0219
4808,0.106,0.008,0.886,0.6117,0.0254
4809,0.017,0,0.983,0.5914,0.0235
4810,0.106,0.008,0.886,0.6342,0.0272
4811,0.106,0.008,0.886,0.6427,0.0278
4812,0.106,0.008,0.886,0.631,0.0269
4813,0.017,0,0.983,0.584,0.0227
4814,0.017,0,0.983,0.5852,0.0229
4815,0.017,0,0.983,0.5878,0.0231
4816,0.017,0,0.983,0.5826,0.0226
4817,0.017,0,0.983,0.5818,0.0225
4818,0.017,0,0.983,0.576,0.0218
4819,0.017,0,0.983,0.5822,0.0225
4820,0.017,0,0.983,0.6015,0.0245
4821,0.017,0,0.983,0.5994,0.0243
4822,0.106,0.008,0.886,0.6274,0.0266
4823,0.106,0.008,0.886,0.6231,0.0263
4824,0.017,0,0.983,0.5882,0.0232
4825,0.017,0,0.983,0.5784,0.0221
4826,0.017,0,0.983,0.5762,0.0218
4827,0.017,0,0.983,0.5724,0.0213
4828,0.017,0,0.983,0.5739,0.0215
4829,0.017,0,0.983,0.5745,0.0216
4830,0.017,0,0.983,0.5791,0.0222
4831,0.017,0,0.983,0.5793,0.0222
4832,0.017,0,0.983,0.6055,0.0249
4833,0.106,0.008,0.886,0.622,0.0262
4834,0.106,0.008,0.886,0.636,0.0273
4835,0.106,0.008,0.886,0.6335,0.0271
4836,0.017,0,0.983,0.5858,0.0229
4837,0.017,0,0.983,0.5875,0.0231
4838,0.017,0,0.983,0.6014,0.0245
4839,0.017,0,0.983,0.587,0.0231
4840,0.017,0,0.983,0.5823,0.0225
4841,0.017,0,0.983,0.5842,0.0228
4842,0.017,0,0.983,0.5802,0.0223
4843,0.017,0,0.983,0.5856,0.0229
4844,0.106,0.008,0.886,0.6221,0.0262
4845,0.106,0.008,0.886,0.6268,0.0266
4846,0.106,0.008,0.886,0.6337,0.0271
4847,0.106,0.008,0.886,0.6397,0.0275
4848,0.017,0,0.983,0.5883,0.0232
4849,0.017,0,0.983,0.581,0.0224
4850,0.017,0,0.983,0.6038,0.0247
4851,0.017,0,0.983,0.5757,0.0217
4852,0.017,0,0.983,0.5847,0.0228
4853,0.017,0,0.983,0.5826,0.0226
4854,0.017,0,0.983,0.5764,0.0218
4855,0.106,0.008,0.886,0.6184,0.0259
4856,0.106,0.008,0.886,0.6305,0.0269
4857,0.017,0,0.983,0.5876,0.0231
4858,0.017,0,0.983,0.5998,0.0243
4859,0.106,0.008,0.886,0.6274,0.0266
4860,0.017,0,0.983,0.5879,0.0232
4861,0.017,0,0.983,0.5878,0.0231
4862,0.017,0,0.983,0.5904,0.0234
4863,0.017,0,0.983,0.5834,0.0227
4864,0.106,0.008,0.886,0.6504,0.0283
4865,0.106,0.008,0.886,0.6522,0.0284
4866,0.106,0.008,0.886,0.637,0.0274
4867,0.106,0.008,0.886,0.6512,0.0284
4868,0.017,0,0.983,0.5899,0.0234
4869,0.017,0,0.983,0.6033,0.0247
4870,0.106,0.008,0.886,0.6226,0.0263
4871,0.017,0,0.983,0.588,0.0232
4872,0.017,0,0.983,0.5811,0.0224
4873,0.017,0,0.983,0.5757,0.0217
4874,0.017,0,0.983,0.5897,0.0233
4875,0.017,0,0.983,0.5925,0.0236
4876,0.017,0,0.983,0.5975,0.0241
4877,0.017,0,0.983,0.5909,0.0235
4878,0.106,0.008,0.886,0.6178,0.0259
4879,0.106,0.008,0.886,0.6411,0.0277
4880,0.017,0,0.983,0.5878,0.0232
4881,0.017,0,0.983,0.5931,0.0237
4882,0.017,0,0.983,0.5841,0.0228
4883,0.106,0.008,0.886,0.6553,0.0286
4884,0.106,0.008,0.886,0.6465,0.028
4885,0.106,0.008,0.886,0.6261,0.0265
4886,0.106,0.008,0.886,0.6266,0.0266
4887,0.017,0,0.983,0.6003,0.0244
4888,0.017,0,0.983,0.5855,0.0229
4889,0.017,0,0.983,0.5804,0.0223
4890,0.017,0,0.983,0.5982,0.0242
4891,0.017,0,0.983,0.5897,0.0233
4892,0.017,0,0.983,0.5751,0.0216
4893,0.017,0,0.983,0.5944,0.0238
4894,0.017,0,0.983,0.5951,0.0239
4895,0.017,0,0.983,0.5948,0.0239
4896,0.017,0,0.983,0.5994,0.0243
4897,0.106,0.008,0.886,0.6101,0.0253
4898,0.106,0.008,0.886,0.626,0.0265
4899,0.106,0.008,0.886,0.6372,0.0274
4900,0.017,0,0.983,0.5889,0.0233
4901,0.017,0,0.983,0.596,0.024
4902,0.106,0.008,0.886,0.6301,0.0268
4903,0.106,0.008,0.886,0.6318,0.027
4904,0.106,0.008,0.886,0.6068,0.025
4905,0.017,0,0.983,0.5861,0.023
4906,0.017,0,0.983,0.5801,0.0223
4907,0.017,0,0.983,0.5745,0.0216
4908,0.017,0,0.983,0.5915,0.0235
4909,0.017,0,0.983,0.599,0.0243
4910,0.017,0,0.983,0.595,0.0239
4911,0.017,0,0.983,0.5947,0.0238
4912,0.017,0,0.983,0.5998,0.0243
4913,0.106,0.008,0.886,0.6124,0.0254
4914,0.106,0.008,0.886,0.6246,0.0264
4915,0.106,0.008,0.886,0.6341,0.0271
4916,0.106,0.008,0.886,0.6297,0.0268
4917,0.017,0,0.983,0.5937,0.0238
4918,0.106,0.008,0.886,0.6159,0.0257
4919,0.106,0.008,0.886,0.618,0.0259
4920,0.017,0,0.983,0.5956,0.0239
4921,0.017,0,0.983,0.5889,0.0233
4922,0.017,0,0.983,0.5791,0.0222
4923,0.017,0,0.983,0.5742,0.0215
4924,0.017,0,0.983,0.5994,0.0243
4925,0.017,0,0.983,0.5953,0.0239
4926,0.017,0,0.983,0.5971,0.0241
4927,0.017,0,0.983,0.6045,0.0248
4928,0.017,0,0.983,0.5965,0.024
4929,0.106,0.008,0.886,0.621,0.0261
4930,0.106,0.008,0.886,0.6347,0.0272
4931,0.106,0.008,0.886,0.6378,0.0274
4932,0.106,0.008,0.886,0.6307,0.0269
4933,0.106,0.008,0.886,0.6182,0.0259
4934,0.017,0,0.983,0.6005,0.0244
4935,0.017,0,0.983,0.5998,0.0243
4936,0.017,0,0.983,0.581,0.0224
4937,0.017,0,0.983,0.5832,0.0226
4938,0.017,0,0.983,0.5744,0.0216
4939,0.017,0,0.983,0.5936,0.0237
4940,0.017,0,0.983,0.5981,0.0242
4941,0.106,0.008,0.886,0.6065,0.0249
4942,0.017,0,0.983,0.5956,0.0239
4943,0.106,0.008,0.886,0.6219,0.0262
4944,0.017,0,0.983,0.5941,0.0238
4945,0.106,0.008,0.886,0.6367,0.0273
4946,0.106,0.008,0.886,0.6363,0.0273
4947,0.106,0.008,0.886,0.6264,0.0266
4948,0.106,0.008,0.886,0.6129,0.0255
4949,0.017,0,0.983,0.5977,0.0241
4950,0.017,0,0.983,0.5842,0.0228
4951,0.017,0,0.983,0.5849,0.0228
4952,0.017,0,0.983,0.5762,0.0218
4953,0.017,0,0.983,0.5762,0.0218
4954,0.017,0,0.983,0.5748,0.0216
4955,0.017,0,0.983,0.5902,0.0234
4956,0.017,0,0.983,0.598,0.0242
4957,0.106,0.008,0.886,0.6067,0.025
4958,0.017,0,0.983,0.5959,0.024
4959,0.106,0.008,0.886,0.6193,0.026
4960,0.017,0,0.983,0.5901,0.0234
4961,0.106,0.008,0.886,0.6308,0.0269
4962,0.106,0.008,0.886,0.6306,0.0269
4963,0.106,0.008,0.886,0.6204,0.0261
4964,0.106,0.008,0.886,0.6068,0.025
4965,0.017,0,0.983,0.5842,0.0228
4966,0.017,0,0.983,0.5979,0.0242
4967,0.106,0.008,0.886,0.6095,0.0252
4968,0.017,0,0.983,0.5953,0.0239
4969,0.106,0.008,0.886,0.6211,0.0262
4970,0.017,0,0.983,0.5882,0.0232
4971,0.106,0.008,0.886,0.6333,0.0271
4972,0.106,0.008,0.886,0.6372,0.0274
4973,0.106,0.008,0.886,0.6268,0.0266
4974,0.106,0.008,0.886,0.6086,0.0251
4975,0.017,0,0.983,0.5696,0.0208
4976,0.017,0,0.983,0.5957,0.024
4977,0.106,0.008,0.886,0.6079,0.0251
4978,0.017,0,0.983,0.5935,0.0237
4979,0.106,0.008,0.886,0.6243,0.0264
4980,0.017,0,0.983,0.5839,0.0227
4981,0.106,0.008,0.886,0.6396,0.0275
4982,0.106,0.008,0.886,0.6426,0.0278
4983,0.106,0.008,0.886,0.6277,0.0267
4984,0.106,0.008,0.886,0.6098,0.0252
4985,0.017,0,0.983,0.5696,0.0208
4986,0.017,0,0.983,0.5696,0.0208
4987,0.017,0,0.983,0.5931,0.0237
4988,0.017,0,0.983,0.6026,0.0246
4989,0.017,0,0.983,0.5891,0.0233
4990,0.106,0.008,0.886,0.6264,0.0266
4991,0.017,0,0.983,0.5783,0.0221
4992,0.106,0.008,0.886,0.6483,0.0282
4993,0.106,0.008,0.886,0.646,0.028
4994,0.106,0.008,0.886,0.6337,0.0271
4995,0.106,0.008,0.886,0.6126,0.0255
4996,0.017,0,0.983,0.5908,0.0235
4997,0.017,0,0.983,0.5696,0.0208
4998,0.017,0,0.983,0.5696,0.0208
4999,0.017,0,0.983,0.5789,0.0221
5000,0.017,0,0.983,0.5699,0.0209
5001,0.017,0,0.983,0.5887,0.0232
5002,0.017,0,0.983,0.6016,0.0245
5003,0.017,0,0.983,0.5822,0.0225
5004,0.106,0.008,0.886,0.6349,0.0272
5005,0.017,0,0.983,0.576,0.0218
5006,0.106,0.008,0.886,0.6633,0.0292
5007,0.017,0,0.983,0.5712,0.0211
5008,0.106,0.008,0.886,0.644,0.0279
5009,0.106,0.008,0.886,0.6143,0.0256
5010,0.017,0,0.983,0.5938,0.0238
5011,0.017,0,0.983,0.5714,0.0211
5012,0.017,0,0.983,0.57,0.0209
5013,0.017,0,0.983,0.5705,0.021
5014,0.017,0,0.983,0.5729,0.0213
5015,0.017,0,0.983,0.5714,0.0211
5016,0.017,0,0.983,0.5862,0.023
5017,0.017,0,0.983,0.5745,0.0216
5018,0.017,0,0.983,0.5926,0.0236
5019,0.106,0.008,0.886,0.6148,0.0256
5020,0.017,0,0.983,0.5783,0.0221
5021,0.106,0.008,0.886,0.6473,0.0281
5022,0.017,0,0.983,0.5728,0.0213
5023,0.106,0.008,0.886,0.67,0.0296
5024,0.106,0.008,0.886,0.6397,0.0276
5025,0.017,0,0.983,0.5698,0.0209
5026,0.106,0.008,0.886,0.6072,0.025
5027,0.017,0,0.983,0.5752,0.0217
5028,0.017,0,0.983,0.5777,0.022
5029,0.017,0,0.983,0.5746,0.0216
5030,0.017,0,0.983,0.5751,0.0216
5031,0.017,0,0.983,0.5741,0.0215
5032,0.017,0,0.983,0.5727,0.0213
5033,0.017,0,0.983,0.5718,0.0212
5034,0.017,0,0.983,0.5749,0.0216
5035,0.017,0,0.983,0.5814,0.0224
5036,0.017,0,0.983,0.5736,0.0214
5037,0.017,0,0.983,0.6012,0.0245
5038,0.106,0.008,0.886,0.6041,0.0247
5039,0.106,0.008,0.886,0.6294,0.0268
5040,0.017,0,0.983,0.5789,0.0221
5041,0.017,0,0.983,0.5921,0.0236
5042,0.106,0.008,0.886,0.6549,0.0286
5043,0.017,0,0.983,0.571,0.0211
5044,0.106,0.008,0.886,0.6606,0.029
5045,0.106,0.008,0.886,0.6325,0.027
5046,0.017,0,0.983,0.5801,0.0223
5047,0.017,0,0.983,0.5807,0.0224
5048,0.017,0,0.983,0.5815,0.0225
5049,0.017,0,0.983,0.5799,0.0223
5050,0.017,0,0.983,0.5824,0.0226
5051,0.017,0,0.983,0.5735,0.0214
5052,0.017,0,0.983,0.5798,0.0222
5053,0.017,0,0.983,0.5722,0.0212
5054,0.017,0,0.983,0.5742,0.0215
5055,0.017,0,0.983,0.5769,0.0219
5056,0.017,0,0.983,0.58,0.0223
5057,0.017,0,0.983,0.5782,0.022
5058,0.017,0,0.983,0.5735,0.0214
5059,0.017,0,0.983,0.5929,0.0237
5060,0.017,0,0.983,0.573,0.0214
5061,0.106,0.008,0.886,0.6226,0.0263
5062,0.017,0,0.983,0.5932,0.0237
5063,0.106,0.008,0.886,0.6195,0.026
5064,0.106,0.008,0.886,0.6454,0.028
