ID,NCS_fs1,NCS_fs2,NCS_fs3,PHY_mpb,OGM_om_sed_frac,MAC_ruppia,MAG_ulva_a_ben,
12288,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12289,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12290,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12291,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12292,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12293,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12294,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12295,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12296,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12297,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12298,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12299,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12300,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12301,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12302,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12303,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12304,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12305,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12306,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12307,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12308,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12309,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12310,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12311,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12312,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12313,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12314,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12315,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12316,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12317,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12318,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12319,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12320,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12321,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12322,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12323,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12324,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12325,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12326,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12327,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12328,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12329,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12330,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12331,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12332,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12333,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12334,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12335,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12336,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12337,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12338,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12339,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12340,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12341,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12342,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12343,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12344,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12345,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12346,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12347,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12348,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12349,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12350,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12351,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12352,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12353,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12354,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12355,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12356,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12357,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12358,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12359,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12360,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12361,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12362,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12363,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12364,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12365,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12366,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12367,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12368,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12369,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12370,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12371,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12372,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12373,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12374,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12375,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12376,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12377,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12378,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12379,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12380,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12381,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12382,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12383,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12384,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12385,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12386,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12387,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12388,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12389,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12390,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12391,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12392,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12393,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12394,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12395,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12396,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12397,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12398,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12399,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12400,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12401,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12402,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12403,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12404,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12405,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12406,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12407,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12408,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12409,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12410,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12411,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12412,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12413,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12414,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12415,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12416,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12417,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12418,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12419,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12420,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12421,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12422,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12423,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12424,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12425,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12426,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12427,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12428,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12429,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12430,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12431,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12432,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12433,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12434,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12435,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12436,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12437,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12438,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12439,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12440,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12441,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12442,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12443,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12444,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12445,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12446,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12447,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12448,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12449,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12450,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12451,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12452,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12453,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12454,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12455,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12456,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12457,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12458,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12459,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12460,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12461,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12462,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12463,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12464,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12465,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12466,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12467,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12468,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12469,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12470,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12471,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12472,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12473,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12474,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12475,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12476,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12477,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12478,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12479,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12480,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12481,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12482,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12483,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12484,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12485,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12486,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12487,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12488,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12489,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12490,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12491,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12492,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12493,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12494,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12495,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12496,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12497,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12498,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12499,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12500,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12501,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12502,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12503,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12504,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12505,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12506,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12507,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12508,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12509,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12510,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12511,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12512,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12513,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12514,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12515,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12516,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12517,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12518,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12519,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12520,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12521,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12522,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12523,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12524,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12525,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12526,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12527,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12528,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12529,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12530,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12531,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12532,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12533,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12534,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12535,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12536,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12537,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12538,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12539,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12540,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12541,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12542,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12543,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12544,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12545,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12546,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12547,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12548,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12549,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12550,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12551,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12552,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12553,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12554,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12555,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12556,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12557,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12558,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12559,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12560,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12561,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12562,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12563,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12564,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12565,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12566,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12567,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12568,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12569,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12570,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12571,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12572,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12573,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12574,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12575,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12576,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12577,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12578,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12579,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12580,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12581,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12582,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12583,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12584,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12585,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12586,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12587,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12588,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12589,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12590,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12591,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12592,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12593,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12594,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12595,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12596,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12597,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12598,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12599,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12600,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12601,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12602,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12603,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12604,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12605,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12606,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12607,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12608,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12609,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12610,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12611,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12612,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12613,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12614,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12615,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12616,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12617,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12618,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12619,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12620,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12621,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12622,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12623,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12624,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12625,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12626,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12627,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12628,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12629,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12630,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12631,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12632,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12633,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12634,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12635,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12636,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12637,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12638,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12639,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12640,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12641,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12642,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12643,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12644,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12645,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12646,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12647,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12648,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12649,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12650,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12651,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12652,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12653,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12654,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12655,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12656,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12657,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12658,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12659,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12660,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12661,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12662,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12663,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12664,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12665,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12666,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12667,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12668,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12669,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12670,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12671,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12672,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12673,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12674,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12675,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12676,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12677,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12678,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12679,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12680,0.03,0.025,0.945,3.4722,0.0018,0,0,0.00018
12681,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12682,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12683,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12684,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12685,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12686,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12687,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12688,0.03,0.025,0.945,3.4722,0.0018,0,14.935,0.00018
12689,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12690,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12691,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
12692,0.499,0.003,0.498,3.4722,0.02994,0,0,0.002994
