ISOTIME,Boundary_m3_s,sal,temp,trace_1,trace_2,trace_3,trace_4,trace_5,ss1,ret,oxy,rsi,amm,nit,frp,frp_ads,doc,poc,don,pon,dop,pop,grn,mag_ulva,mag_ulva_in,mag_ulva_ip
12/01/2013 00:00,0.000000,0.344700,21.718600,0.000000,0.000000,100.000000,0.000000,0.000000,0.044700,19124604.000000,261.134900,155.993800,1.667200,0.000000,0.013100,0.000000,575.652500,96.493400,60.523800,69.697600,1.504700,2.621900,327.703400,0.000000,0.000000,0.000000
13/01/2013 00:00,0.000000,0.344000,24.554300,0.000000,0.000000,100.000000,0.000000,0.000000,0.037800,19124604.000000,242.157100,155.993800,1.667200,0.000000,0.014700,0.000000,575.652500,96.493400,60.208000,69.161200,1.504700,2.621900,326.802600,0.000000,0.000000,0.000000
14/01/2013 00:00,0.000000,0.338700,22.798500,0.000000,0.000000,100.000000,0.000000,0.000000,0.028600,19124604.000000,227.059800,155.993800,1.667200,0.000000,0.014100,0.000000,575.652500,96.493400,59.079800,67.678900,1.504700,2.621900,322.073200,0.000000,0.000000,0.000000
15/01/2013 00:00,0.000000,0.338200,27.958700,0.000000,0.000000,100.000000,0.000000,0.000000,0.021800,19124604.000000,209.102400,155.993800,1.667200,0.000000,0.018900,0.000000,575.652500,96.493400,58.752100,67.160000,1.504700,2.621900,321.853600,0.000000,0.000000,0.000000
16/01/2013 00:00,0.000000,0.340600,30.146200,0.000000,0.000000,100.000000,0.000000,0.000000,0.017800,19124604.000000,194.191300,155.993800,1.667200,0.000000,0.023400,0.000000,575.652500,96.493400,58.845700,67.235200,1.504700,2.621900,325.526400,0.000000,0.000000,0.000000
17/01/2013 00:00,0.000000,0.313100,30.792800,0.000000,0.000000,100.000000,0.000000,0.000000,0.293400,19124604.000000,189.822400,155.993800,1.667200,0.000000,0.035900,0.000700,575.652500,96.493400,55.645400,65.708600,1.504700,2.621900,301.976900,0.000000,0.000000,0.000000
18/01/2013 00:00,0.000000,0.312800,21.693000,0.000000,0.000000,100.000000,0.000000,0.000000,0.356200,19124604.000000,264.755400,155.993800,1.667200,0.000000,0.014200,0.000400,575.652500,96.493400,55.967400,67.158600,1.504700,2.621900,301.658600,0.000000,0.000000,0.000000
19/01/2013 00:00,0.020000,0.316900,20.831700,0.000000,0.000000,100.000000,0.000000,0.000000,0.252700,19124604.000000,269.617000,155.993800,1.667200,0.000000,0.013800,0.000200,575.652500,96.493400,56.568200,67.577800,1.504700,2.621900,305.866100,0.000000,0.000000,0.000000
20/01/2013 00:00,0.020000,0.320500,20.986300,0.000000,0.000000,100.000000,0.000000,0.000000,0.180200,19124604.000000,266.877800,155.993800,1.667200,0.000000,0.013900,0.000200,575.652500,96.493400,57.072400,67.874900,1.504700,2.621900,309.478700,0.000000,0.000000,0.000000
21/01/2013 00:00,0.020000,0.317500,23.081200,0.000000,0.000000,100.000000,0.000000,0.000000,2.584800,19124604.000000,257.952200,155.993800,1.667200,0.000000,0.015000,0.002600,575.652500,96.493400,57.185000,69.236000,1.504700,2.621900,298.960000,0.000000,0.000000,0.000000
22/01/2013 00:00,0.020000,0.320800,23.702900,0.000000,0.000000,100.000000,0.000000,0.000000,1.874600,19124604.000000,248.727600,155.993800,1.667200,0.000000,0.015300,0.001900,575.652500,96.493400,57.582100,69.434200,1.504700,2.621900,302.748700,0.000000,0.000000,0.000000
23/01/2013 00:00,0.040000,0.323400,25.130400,0.000000,0.000000,100.000000,0.000000,0.000000,1.344700,19124604.000000,234.554700,155.993800,1.667200,0.000000,0.016400,0.001400,575.652500,96.493400,57.841300,69.483300,1.504700,2.621900,305.961500,0.000000,0.000000,0.000000
24/01/2013 00:00,0.030000,0.321900,24.486800,0.000000,0.000000,100.000000,0.000000,0.000000,1.993200,19124604.000000,248.468900,155.993800,1.667200,0.000000,0.017300,0.002200,575.652500,96.493400,57.634300,70.229100,1.504700,2.621900,299.044300,0.000000,0.000000,0.000000
25/01/2013 00:00,0.020000,0.325900,21.195600,0.000000,0.000000,100.000000,0.000000,0.000000,1.364500,19124604.000000,265.327100,155.993800,1.667200,0.000000,0.014400,0.001400,575.652500,96.493400,58.167100,70.493400,1.504700,2.621900,303.877900,0.000000,0.000000,0.000000
26/01/2013 00:00,0.020000,0.327900,21.428500,0.000000,0.000000,100.000000,0.000000,0.000000,0.969400,19124604.000000,259.758100,155.993800,1.667200,0.000000,0.014700,0.001100,575.652500,96.493400,58.372700,70.425000,1.504700,2.621900,305.901000,0.000000,0.000000,0.000000
27/01/2013 00:00,0.010000,0.329800,23.600100,0.000000,0.000000,100.000000,0.000000,0.000000,0.687900,19124604.000000,243.076900,155.993800,1.667200,0.000000,0.015000,0.000700,575.652500,96.493400,58.526400,70.305100,1.504700,2.621900,308.195700,0.000000,0.000000,0.000000
28/01/2013 00:00,0.020000,0.327600,25.104700,0.000000,0.000000,100.000000,0.000000,0.000000,0.610700,19124604.000000,234.417600,155.993800,1.667200,0.000000,0.018200,0.000700,575.652500,96.493400,57.858300,69.814800,1.504700,2.621900,304.484400,0.000000,0.000000,0.000000
29/01/2013 00:00,0.020000,0.326900,26.652600,0.000000,0.000000,100.000000,0.000000,0.000000,0.657200,19124604.000000,239.351300,155.993800,1.667200,0.000000,0.019800,0.000800,575.652500,96.493400,57.306700,69.830600,1.504700,2.621900,300.956700,0.000000,0.000000,0.000000
30/01/2013 00:00,0.010000,0.333300,28.370100,0.000000,0.000000,100.000000,0.000000,0.000000,0.471700,19124604.000000,224.709900,155.993800,1.667200,0.000000,0.022500,0.000700,575.652500,96.493400,58.117400,70.652100,1.504700,2.621900,308.578200,0.000000,0.000000,0.000000
31/01/2013 00:00,0.000000,0.338000,29.734500,0.000000,0.000000,100.000000,0.000000,0.000000,0.330700,19124604.000000,214.348800,155.993800,1.667200,0.000000,0.027700,0.000600,575.652500,96.493400,58.585200,71.039200,1.504700,2.621900,315.411900,0.000000,0.000000,0.000000
01/02/2013 00:00,0.000000,0.341800,29.994300,0.000000,0.000000,100.000000,0.000000,0.000000,0.235200,19124604.000000,203.793500,155.993800,1.667200,0.000000,0.026500,0.000400,575.652500,96.493400,58.885800,71.265300,1.504700,2.621900,322.245800,0.000000,0.000000,0.000000
02/02/2013 00:00,0.000000,0.345500,30.489600,0.000000,0.000000,100.000000,0.000000,0.000000,0.162600,19124604.000000,200.817500,155.993800,1.667200,0.000000,0.029700,0.000300,575.652500,96.493400,59.164900,71.420900,1.504700,2.621900,329.361000,0.000000,0.000000,0.000000
03/02/2013 00:00,0.000000,0.350900,23.830900,0.000000,0.000000,100.000000,0.000000,0.000000,0.204000,19124604.000000,258.378700,155.993800,1.667200,0.000000,0.020100,0.000300,575.652500,96.493400,59.715100,72.169800,1.504700,2.621900,336.905900,0.000000,0.000000,0.000000
04/02/2013 00:00,0.000000,0.356000,22.350900,0.000000,0.000000,100.000000,0.000000,0.000000,0.146500,19124604.000000,264.759500,155.993800,1.667200,0.000000,0.015800,0.000200,575.652500,96.493400,60.418800,72.328800,1.504700,2.621900,343.757400,0.000000,0.000000,0.000000
05/02/2013 00:00,0.000000,0.358100,21.860200,0.000000,0.000000,100.000000,0.000000,0.000000,0.146700,19124604.000000,258.436000,155.993800,1.667200,0.000000,0.014300,0.000100,575.652500,96.493400,60.606100,72.138300,1.504700,2.621900,346.088600,0.000000,0.000000,0.000000
06/02/2013 00:00,0.000000,0.360400,24.521900,0.000000,0.000000,100.000000,0.000000,0.000000,0.103700,19124604.000000,240.940100,155.993800,1.667200,0.000000,0.017600,0.000100,575.652500,96.493400,60.788500,71.980700,1.504700,2.621900,348.785900,0.000000,0.000000,0.000000
07/02/2013 00:00,0.000000,0.362600,28.336200,0.000000,0.000000,100.000000,0.000000,0.000000,2.322600,19124604.000000,218.441000,155.993800,1.667200,0.000000,0.021900,0.003100,575.652500,96.493400,60.896700,71.867900,1.504700,2.621900,350.041100,0.000000,0.000000,0.000000
08/02/2013 00:00,0.000000,0.365300,30.221800,0.000000,0.000000,100.000000,0.000000,0.000000,1.859600,19124604.000000,196.464100,155.993800,1.667200,0.000000,0.028600,0.003400,575.652500,96.493400,60.992100,71.855400,1.504700,2.621900,354.497700,0.000000,0.000000,0.000000
09/02/2013 00:00,0.000000,0.356500,26.941100,0.000000,0.000000,100.000000,0.000000,0.000000,3.034100,19124604.000000,230.706300,155.993800,1.667200,0.000000,0.023700,0.004500,575.652500,96.493400,59.228400,71.119500,1.504700,2.621900,338.653700,0.000000,0.000000,0.000000
10/02/2013 00:00,0.000000,0.361500,21.766400,0.000000,0.000000,100.000000,0.000000,0.000000,1.954200,19124604.000000,257.257100,155.993800,1.667200,0.000000,0.015200,0.002000,575.652500,96.493400,59.895300,71.596800,1.504700,2.621900,344.760100,0.000000,0.000000,0.000000
11/02/2013 00:00,0.000000,0.363100,21.416300,0.000000,0.000000,100.000000,0.000000,0.000000,1.327300,19124604.000000,256.432300,155.993800,1.667200,0.000000,0.014000,0.001300,575.652500,96.493400,60.004900,71.394400,1.504700,2.621900,346.232800,0.000000,0.000000,0.000000
12/02/2013 00:00,0.000000,0.363600,17.669400,0.000000,0.000000,100.000000,0.000000,0.000000,0.909000,19124604.000000,282.519200,155.993800,1.667200,0.000000,0.011800,0.000800,575.652500,96.493400,59.943800,70.935100,1.504700,2.621900,346.554500,0.000000,0.000000,0.000000
13/02/2013 00:00,0.000000,0.365000,19.785700,0.000000,0.000000,100.000000,0.000000,0.000000,0.625400,19124604.000000,271.492200,155.993800,1.667200,0.000000,0.012800,0.000600,575.652500,96.493400,60.064000,70.690900,1.504700,2.621900,347.304200,0.000000,0.000000,0.000000
14/02/2013 00:00,0.000000,0.368000,22.398800,0.000000,0.000000,100.000000,0.000000,0.000000,0.429900,19124604.000000,253.563400,155.993800,1.667200,0.000000,0.014900,0.000400,575.652500,96.493400,60.394300,70.719200,1.504700,2.621900,349.805500,0.000000,0.000000,0.000000
15/02/2013 00:00,0.000000,0.372000,24.635900,0.000000,0.000000,100.000000,0.000000,0.000000,0.288500,19124604.000000,243.832200,155.993800,1.667200,0.000000,0.018700,0.000400,575.652500,96.493400,60.839200,70.826400,1.504700,2.621900,354.480200,0.000000,0.000000,0.000000
16/02/2013 00:00,0.000000,0.377000,22.562300,0.000000,0.000000,100.000000,0.000000,0.000000,0.180200,19124604.000000,260.229900,155.993800,1.667200,0.000000,0.017000,0.000200,575.652500,96.493400,61.459900,71.069700,1.504700,2.621900,360.352900,0.000000,0.000000,0.000000
17/02/2013 00:00,0.000000,0.379400,24.551100,0.000000,0.000000,100.000000,0.000000,0.000000,0.117200,19124604.000000,236.736900,155.993800,1.667200,0.000000,0.017800,0.000100,575.652500,96.493400,61.666900,71.030400,1.504700,2.621900,362.403000,0.000000,0.000000,0.000000
18/02/2013 00:00,0.000000,0.381600,27.596600,0.000000,0.000000,100.000000,0.000000,0.000000,0.078500,19124604.000000,220.120600,155.993800,1.667200,0.000000,0.022900,0.000100,575.652500,96.493400,61.763100,70.848500,1.504700,2.621900,365.660900,0.000000,0.000000,0.000000
19/02/2013 00:00,0.000000,0.364300,24.292000,0.000000,0.000000,100.000000,0.000000,0.000000,0.074800,19124604.000000,253.618000,155.993800,1.667200,0.000000,0.021400,0.000100,575.652500,96.493400,58.791600,67.377500,1.504700,2.621900,348.995500,0.000000,0.000000,0.000000
20/02/2013 00:00,0.000000,0.361000,21.740100,0.000000,0.000000,100.000000,0.000000,0.000000,0.053400,19124604.000000,265.748100,155.993800,1.667200,0.000000,0.017700,0.000100,575.652500,96.493400,58.105600,66.063100,1.504700,2.621900,347.133100,0.000000,0.000000,0.000000
21/02/2013 00:00,0.000000,0.364400,19.188200,0.000000,0.000000,100.000000,0.000000,0.000000,0.038900,19124604.000000,280.422800,155.993800,1.667200,0.000000,0.013800,0.000000,575.652500,96.493400,58.542300,66.108200,1.504700,2.621900,350.763700,0.000000,0.000000,0.000000
22/02/2013 00:00,0.000000,0.367400,19.754000,0.000000,0.000000,100.000000,0.000000,0.000000,0.030000,19124604.000000,277.000500,155.993800,1.667200,0.000000,0.013700,0.000000,575.652500,96.493400,58.919600,66.146400,1.504700,2.621900,353.252900,0.000000,0.000000,0.000000
23/02/2013 00:00,0.000000,0.370900,22.262500,0.000000,0.000000,100.000000,0.000000,0.000000,0.026100,19124604.000000,256.239000,155.993800,1.667200,0.000000,0.015500,0.000000,575.652500,96.493400,59.336800,66.289900,1.504700,2.621900,356.140900,0.000000,0.000000,0.000000
24/02/2013 00:00,0.000000,0.374100,23.117600,0.000000,0.000000,100.000000,0.000000,0.000000,0.020000,19124604.000000,244.307500,155.993800,1.667200,0.000000,0.016800,0.000000,575.652500,96.493400,59.660000,66.330100,1.504700,2.621900,359.379700,0.000000,0.000000,0.000000
25/02/2013 00:00,0.000000,0.378400,21.723200,0.000000,0.000000,100.000000,0.000000,0.000000,0.013400,19124604.000000,257.318200,155.993800,1.667200,0.000000,0.016200,0.000000,575.652500,96.493400,60.148300,66.490100,1.504700,2.621900,363.995300,0.000000,0.000000,0.000000
26/02/2013 00:00,0.000000,0.382900,21.569500,0.000000,0.000000,100.000000,0.000000,0.000000,0.015400,19124604.000000,263.927000,155.993800,1.667200,0.000000,0.016200,0.000000,575.652500,96.493400,60.711900,66.717800,1.504700,2.621900,368.372000,0.000000,0.000000,0.000000
27/02/2013 00:00,0.000000,0.387200,22.171500,0.000000,0.000000,100.000000,0.000000,0.000000,0.026300,19124604.000000,260.085900,155.993800,1.667200,0.000000,0.015900,0.000000,575.652500,96.493400,61.270900,67.063800,1.504700,2.621900,371.988300,0.000000,0.000000,0.000000
28/02/2013 00:00,0.040000,0.392100,21.426300,0.000000,0.000000,100.000000,0.000000,0.000000,0.020300,19124604.000000,264.993200,155.993800,1.667200,0.000000,0.015500,0.000000,575.652500,96.493400,61.877600,67.405200,1.504700,2.621900,376.721500,0.000000,0.000000,0.000000
01/03/2013 00:00,0.050000,0.397400,19.841500,0.000000,0.000000,100.000000,0.000000,0.000000,0.012900,19124604.000000,275.275700,155.993800,1.667200,0.000000,0.014800,0.000000,575.652500,96.493400,62.527300,67.698600,1.504700,2.621900,381.784100,0.000000,0.000000,0.000000
02/03/2013 00:00,0.050000,0.400500,19.783000,0.000000,0.000000,100.000000,0.000000,0.000000,0.013600,19124604.000000,269.562800,155.993800,1.667200,0.000000,0.014300,0.000000,575.652500,96.493400,62.901300,67.752500,1.504700,2.621900,384.130100,0.000000,0.000000,0.000000
03/03/2013 00:00,0.040000,0.402600,23.598900,0.000000,0.000000,100.000000,0.000000,0.000000,0.012500,19124604.000000,245.071100,155.993800,1.667200,0.000000,0.016900,0.000000,575.652500,96.493400,63.065400,67.622900,1.504700,2.621900,385.510600,0.000000,0.000000,0.000000
04/03/2013 00:00,0.050000,0.405800,24.354700,0.000000,0.000000,100.000000,0.000000,0.000000,0.009400,19124604.000000,235.364600,155.993800,1.667200,0.000000,0.019000,0.000000,575.652500,96.493400,63.330200,67.616600,1.504700,2.621900,389.074800,0.000000,0.000000,0.000000
05/03/2013 00:00,0.040000,0.412100,19.991200,0.000000,0.000000,100.000000,0.000000,0.000000,0.005700,19124604.000000,275.389600,155.993800,1.667200,0.000000,0.015300,0.000000,575.652500,96.493400,64.090700,67.977700,1.504700,2.621900,395.890800,0.000000,0.000000,0.000000
06/03/2013 00:00,0.040000,0.414300,18.159200,0.000000,0.000000,100.000000,0.000000,0.000000,0.031700,19124604.000000,283.370600,155.993800,1.667200,0.000000,0.013600,0.000000,575.652500,96.493400,64.397000,68.101100,1.504700,2.621900,396.697100,0.000000,0.000000,0.000000
07/03/2013 00:00,0.050000,0.416300,19.252500,0.000000,0.000000,100.000000,0.000000,0.000000,0.046600,19124604.000000,277.762500,155.993800,1.667200,0.000000,0.013900,0.000000,575.652500,96.493400,64.613400,68.050700,1.504700,2.621900,397.348900,0.000000,0.000000,0.000000
08/03/2013 00:00,0.050000,0.414600,21.202400,0.000000,0.000000,100.000000,0.000000,0.000000,0.052900,19124604.000000,259.441800,155.993800,1.667200,0.000000,0.014300,0.000100,575.652500,96.493400,64.217300,67.371000,1.504700,2.621900,394.738000,0.000000,0.000000,0.000000
09/03/2013 00:00,0.030000,0.405100,20.886300,0.000000,0.000000,100.000000,0.000000,0.000000,0.044000,19124604.000000,231.029100,155.993800,1.667200,0.000000,0.014400,0.000000,575.652500,96.493400,62.593200,65.385000,1.504700,2.621900,385.334800,0.000000,0.000000,0.000000
10/03/2013 00:00,0.040000,0.403300,23.081700,0.000000,0.000000,100.000000,0.000000,0.000000,0.031700,19124604.000000,218.726200,155.993800,1.667200,0.000000,0.016900,0.000000,575.652500,96.493400,62.136600,64.624900,1.504700,2.621900,383.327700,0.000000,0.000000,0.000000
11/03/2013 00:00,0.040000,0.406100,21.876900,0.000000,0.000000,100.000000,0.000000,0.000000,0.020800,19124604.000000,244.188800,155.993800,1.667200,0.000000,0.015900,0.000000,575.652500,96.493400,62.355500,64.525300,1.504700,2.621900,386.338700,0.000000,0.000000,0.000000
12/03/2013 00:00,0.010000,0.408600,21.688300,0.000000,0.000000,100.000000,0.000000,0.000000,0.018900,19124604.000000,256.275800,155.993800,1.667200,0.000000,0.016000,0.000000,575.652500,96.493400,62.575200,64.484800,1.504700,2.621900,388.420700,0.000000,0.000000,0.000000
13/03/2013 00:00,0.020000,0.396900,24.909600,0.000000,0.000000,100.000000,0.000000,0.000000,0.128600,19124604.000000,235.178100,155.993800,1.667200,0.000000,0.018200,0.000200,575.652500,96.493400,61.076900,64.308700,1.504700,2.621900,372.379500,0.000000,0.000000,0.000000
14/03/2013 00:00,0.030000,0.397800,26.882800,0.000000,0.000000,100.000000,0.000000,0.000000,0.092400,19124604.000000,193.056700,155.993800,1.667200,0.000000,0.021300,0.000100,575.652500,96.493400,60.980500,64.098200,1.504700,2.621900,373.604400,0.000000,0.000000,0.000000
15/03/2013 00:00,0.010000,0.344700,21.578500,0.000000,0.000000,100.000000,0.000000,0.000000,0.173100,19124604.000000,265.725400,155.993800,1.667200,0.000000,0.017100,0.000200,575.652500,96.493400,54.499000,63.830300,1.504700,2.621900,306.229400,0.000000,0.000000,0.000000
16/03/2013 00:00,0.040000,0.348900,19.090800,0.000000,0.000000,100.000000,0.000000,0.000000,0.109100,19124604.000000,282.672200,155.993800,1.667200,0.000000,0.015600,0.000100,575.652500,96.493400,55.029100,63.937300,1.504700,2.621900,310.938000,0.000000,0.000000,0.000000
17/03/2013 00:00,0.040000,0.351400,18.696600,0.000000,0.000000,100.000000,0.000000,0.000000,0.073600,19124604.000000,281.731200,155.993800,1.667200,0.000000,0.014600,0.000100,575.652500,96.493400,55.330500,63.999700,1.504700,2.621900,312.910700,0.000000,0.000000,0.000000
18/03/2013 00:00,0.040000,0.353000,18.670900,0.000000,0.000000,100.000000,0.000000,0.000000,0.050300,19124604.000000,274.541700,155.993800,1.667200,0.000000,0.014100,0.000100,575.652500,96.493400,55.478000,63.854400,1.504700,2.621900,314.031200,0.000000,0.000000,0.000000
19/03/2013 00:00,0.060000,0.353600,19.461800,0.000000,0.000000,100.000000,0.000000,0.000000,0.037500,19124604.000000,263.675800,155.993800,1.667200,0.000000,0.014200,0.000000,575.652500,96.493400,55.477300,63.724000,1.504700,2.621900,313.861500,0.000000,0.000000,0.000000
20/03/2013 00:00,0.000000,0.354500,19.991300,0.000000,0.000000,100.000000,0.000000,0.000000,0.027700,19124604.000000,258.213700,155.993800,1.667200,0.000000,0.014400,0.000000,575.652500,96.493400,55.504200,63.531400,1.504700,2.621900,314.344400,0.000000,0.000000,0.000000
21/03/2013 00:00,0.020000,0.339400,20.605500,0.000000,0.000000,100.000000,0.000000,0.000000,0.168200,19124604.000000,272.733300,155.993800,1.667200,0.000000,0.016100,0.000200,575.652500,96.493400,53.140200,65.520200,1.504700,2.621900,283.988300,0.000000,0.000000,0.000000
22/03/2013 00:00,0.030000,0.339600,20.531900,0.000000,0.000000,100.000000,0.000000,0.000000,0.179000,19124604.000000,267.356100,155.993800,1.667200,0.000000,0.014900,0.000200,575.652500,96.493400,53.068000,65.150600,1.504700,2.621900,284.303000,0.000000,0.000000,0.000000
23/03/2013 00:00,0.020000,0.340800,20.795100,0.000000,0.000000,100.000000,0.000000,0.000000,0.135600,19124604.000000,260.895600,155.993800,1.667200,0.000000,0.015500,0.000200,575.652500,96.493400,53.117500,64.844900,1.504700,2.621900,285.795100,0.000000,0.000000,0.000000
24/03/2013 00:00,0.030000,0.334000,19.705600,0.000000,0.000000,100.000000,0.000000,0.000000,3.243000,19124604.000000,271.820900,155.993800,1.667200,0.000000,0.014400,0.003500,575.652500,96.493400,52.231700,64.335000,1.504700,2.621900,278.159200,0.000000,0.000000,0.000000
25/03/2013 00:00,0.040000,0.335300,18.949200,0.000000,0.000000,100.000000,0.000000,0.000000,2.204700,19124604.000000,276.199000,155.993800,1.667200,0.000000,0.013700,0.002300,575.652500,96.493400,52.334600,64.155300,1.504700,2.621900,279.480500,0.000000,0.000000,0.000000
26/03/2013 00:00,0.030000,0.336900,18.382500,0.000000,0.000000,100.000000,0.000000,0.000000,1.520400,19124604.000000,275.667000,155.993800,1.667200,0.000000,0.013300,0.001500,575.652500,96.493400,52.490100,63.968600,1.504700,2.621900,281.174700,0.000000,0.000000,0.000000
27/03/2013 00:00,0.000000,0.338300,19.045700,0.000000,0.000000,100.000000,0.000000,0.000000,1.043200,19124604.000000,269.269300,155.993800,1.667200,0.000000,0.014000,0.001100,575.652500,96.493400,52.597300,63.709600,1.504700,2.621900,282.518500,0.000000,0.000000,0.000000
28/03/2013 00:00,0.030000,0.339400,18.446700,0.000000,0.000000,100.000000,0.000000,0.000000,0.712800,19124604.000000,269.073900,155.993800,1.667200,0.000000,0.013600,0.000700,575.652500,96.493400,52.661100,63.391600,1.504700,2.621900,283.780500,0.000000,0.000000,0.000000
29/03/2013 00:00,0.030000,0.340200,16.499300,0.000000,0.000000,100.000000,0.000000,0.000000,0.487100,19124604.000000,275.573800,155.993800,1.667200,0.000000,0.012400,0.000500,575.652500,96.493400,52.694900,63.045000,1.504700,2.621900,284.589900,0.000000,0.000000,0.000000
30/03/2013 00:00,0.020000,0.340700,20.181400,0.000000,0.000000,100.000000,0.000000,0.000000,0.335600,19124604.000000,251.925300,155.993800,1.667200,0.000000,0.014700,0.000400,575.652500,96.493400,52.662200,62.661600,1.504700,2.621900,284.853600,0.000000,0.000000,0.000000
31/03/2013 00:00,0.010000,0.341900,20.531600,0.000000,0.000000,100.000000,0.000000,0.000000,0.233900,19124604.000000,248.375100,155.993800,1.667200,0.000000,0.015200,0.000300,575.652500,96.493400,52.734800,62.435900,1.504700,2.621900,286.334900,0.000000,0.000000,0.000000
01/04/2013 00:00,0.010000,0.344000,18.796000,0.000000,0.000000,100.000000,0.000000,0.000000,0.164100,19124604.000000,271.032600,155.993800,1.667200,0.000000,0.014400,0.000200,575.652500,96.493400,52.937600,62.375100,1.504700,2.621900,288.420300,0.000000,0.000000,0.000000
02/04/2013 00:00,0.010000,0.334400,18.704100,0.000000,0.000000,100.000000,0.000000,0.000000,0.097200,19124604.000000,272.102400,155.993800,1.667200,0.000000,0.014500,0.000100,575.652500,96.493400,51.867000,64.378100,1.504700,2.621900,269.179000,0.000000,0.000000,0.000000
03/04/2013 00:00,0.010000,0.336600,16.274400,0.000000,0.000000,100.000000,0.000000,0.000000,0.067700,19124604.000000,295.276200,155.993800,1.667200,0.000000,0.013200,0.000100,575.652500,96.493400,52.120300,64.409900,1.504700,2.621900,270.914400,0.000000,0.000000,0.000000
04/04/2013 00:00,0.010000,0.333500,16.113100,0.000000,0.000000,100.000000,0.000000,0.000000,0.131500,19124604.000000,296.548800,155.993800,1.667200,0.000000,0.012800,0.000100,575.652500,96.493400,51.775600,65.662700,1.504700,2.621900,263.716900,0.000000,0.000000,0.000000
05/04/2013 00:00,0.010000,0.332800,16.978900,0.000000,0.000000,100.000000,0.000000,0.000000,0.658600,19124604.000000,287.864100,155.993800,1.667200,0.000000,0.013100,0.000700,575.652500,96.493400,51.727100,66.016400,1.504700,2.621900,261.382200,0.000000,0.000000,0.000000
06/04/2013 00:00,0.010000,0.327500,16.957000,0.000000,0.000000,100.000000,0.000000,0.000000,0.909800,19124604.000000,285.575700,155.993800,1.667200,0.000000,0.013200,0.001000,575.652500,96.493400,50.872700,67.490600,1.504700,2.621900,249.855600,0.000000,0.000000,0.000000
