Date,T.Max,T.Min,Rain,Evap,Radn,VP,RHmaxT,RHminT,Tav,Rhav,sal,trace_1,trace_2,trace_3,trace_4,trace_5
03/04/1966 00:00,23.9,13.6,0,4.1,16.9,12.4,41.8,79.7,18.75,60.75,0,0,0,100,0,0
04/04/1966 00:00,22.9,2.2,0,4,12.7,12.8,45.9,100,12.55,72.95,0,0,0,100,0,0
05/04/1966 00:00,20.8,7,0,4,9.1,13.8,56.2,100,13.9,78.1,0,0,0,100,0,0
06/04/1966 00:00,19.4,3,1,3.9,15.6,13.2,58.6,100,11.2,79.3,0,0,0,100,0,0
07/04/1966 00:00,21.2,7.8,0,3.8,9.6,13.8,54.8,100,14.5,77.4,0,0,0,100,0,0
08/04/1966 00:00,17.7,12,0,3.8,11.8,11.4,56.3,81.3,14.85,68.8,0,0,0,100,0,0
09/04/1966 00:00,26.4,11.5,1.3,3.8,8.2,10.4,30.2,76.7,18.95,53.45,0,0,0,100,0,0
10/04/1966 00:00,23.9,4.4,0,3.7,19.1,11,37.1,100,14.15,68.55,0,0,0,100,0,0
11/04/1966 00:00,27.8,8.5,0,3.6,18.1,10.1,27,91.1,18.15,59.05,0,0,0,100,0,0
12/04/1966 00:00,32.2,11.1,0,3.6,17.1,10.2,21.2,77.2,21.65,49.2,0,0,0,100,0,0
13/04/1966 00:00,18.4,14.9,2.8,3.5,13.8,12.2,57.7,72.1,16.65,64.9,0,0,0,100,0,0
14/04/1966 00:00,21.9,5.6,1.5,3.4,15.2,11.4,43.4,100,13.75,71.7,0,0,0,100,0,0
15/04/1966 00:00,18.9,10.6,0,3.4,10.7,12.1,55.4,94.7,14.75,75.05,0,0,0,100,0,0
16/04/1966 00:00,19.3,9.1,1.3,3.3,12.2,10.8,48.3,93.5,14.2,70.9,0,0,0,100,0,0
17/04/1966 00:00,21.7,9.5,0,3.2,7.7,11.3,43.5,95.2,15.6,69.35,0,0,0,100,0,0
18/04/1966 00:00,23.4,6.9,0,3.2,17,11.8,41,100,15.15,70.5,0,0,0,100,0,0
19/04/1966 00:00,28.2,7.7,0,3.1,17.4,9.7,25.4,92.4,17.95,58.9,0,0,0,100,0,0
20/04/1966 00:00,30.6,12.3,0,3.1,14.4,9.1,20.7,63.7,21.45,42.2,0,0,0,100,0,0
21/04/1966 00:00,15.3,13.1,2.5,3.1,5.2,14.1,81.2,93.6,14.2,87.4,0,0,0,100,0,0
22/04/1966 00:00,17.4,6.3,0.5,3,14.4,10.4,52.4,100,11.85,76.2,0,0,0,100,0,0
23/04/1966 00:00,16.2,3,0,3,14.2,9.2,50,100,9.6,75,0,0,0,100,0,0
24/04/1966 00:00,17.1,5.4,0,2.9,13.5,8.5,43.6,94.8,11.25,69.2,0,0,0,100,0,0
25/04/1966 00:00,17.2,6.1,0,2.9,12,10.7,54.6,100,11.65,77.3,0,0,0,100,0,0
26/04/1966 00:00,18.3,5,0,2.8,11,11.8,56.1,100,11.65,78.05,0,0,0,100,0,0
27/04/1966 00:00,16.7,8.9,0,2.8,4.6,13.5,71.1,100,12.8,85.55,0,0,0,100,0,0
28/04/1966 00:00,18.9,8.7,0.5,2.7,11.9,14.7,67.4,100,13.8,83.7,0,0,0,100,0,0
29/04/1966 00:00,17.6,11.7,3.8,2.7,11.4,13.9,69.1,100,14.65,84.55,0,0,0,100,0,0
30/04/1966 00:00,16.7,8.5,5.3,2.6,12.1,8,42.1,72.1,12.6,57.1,0,0,0,100,0,0
01/05/1966 00:00,18.3,4,0,2.7,14.8,8.3,39.5,100,11.15,69.75,0,0,0,100,0,0
02/05/1966 00:00,19.2,5.5,0,2.7,7.8,7.7,34.6,85.3,12.35,59.95,0,0,0,100,0,0
03/05/1966 00:00,24.5,11.2,0,2.6,9.4,5.7,18.5,42.9,17.85,30.7,0,0,0,100,0,0
04/05/1966 00:00,13.9,12.1,13.7,2.6,4.3,14.3,90.1,100,13,95.05,0,0,0,100,0,0
05/05/1966 00:00,16.7,6.5,9.1,2.6,13,10.5,55.3,100,11.6,77.65,0,0,0,100,0,0
06/05/1966 00:00,16.7,8.5,2.8,2.5,6.2,12,63.2,100,12.6,81.6,0,0,0,100,0,0
07/05/1966 00:00,17.7,10.1,2,2.4,6.3,10.9,53.8,88.2,13.9,71,0,0,0,100,0,0
08/05/1966 00:00,19.9,8.9,1.5,2.4,10.7,14.1,60.7,100,14.4,80.35,0,0,0,100,0,0
09/05/1966 00:00,20.6,6.8,0.8,2.4,11.8,13.8,56.9,100,13.7,78.45,0,0,0,100,0,0
10/05/1966 00:00,17.2,9.8,0,2.3,5.9,12.2,62.2,100,13.5,81.1,0,0,0,100,0,0
11/05/1966 00:00,16.7,7.6,1.8,2.3,10.9,12.4,65.3,100,12.15,82.65,0,0,0,100,0,0
12/05/1966 00:00,18.2,9.3,0.5,2.2,6.7,12,57.4,100,13.75,78.7,0,0,0,100,0,0
13/05/1966 00:00,21.1,7.6,0,2.3,12.9,11.7,46.8,100,14.35,73.4,0,0,0,100,0,0
14/05/1966 00:00,22,9.3,0,2.2,12.1,10.8,40.9,92.3,15.65,66.6,0,0,0,100,0,0
15/05/1966 00:00,21.7,8.5,0,2.1,9.9,13.2,50.9,100,15.1,75.45,0,0,0,100,0,0
16/05/1966 00:00,15.7,4,0,2.1,10,8.5,47.7,100,9.85,73.85,0,0,0,100,0,0
17/05/1966 00:00,17.2,6.5,0,2,5,10.2,52,100,11.85,76,0,0,0,100,0,0
18/05/1966 00:00,17.8,10.2,1,1.9,11.3,14.1,69.2,100,14,84.6,0,0,0,100,0,0
19/05/1966 00:00,16.6,10.8,5.6,1.9,7.3,14.3,75.7,100,13.7,87.85,0,0,0,100,0,0
20/05/1966 00:00,15,7.8,1.3,1.9,6.9,9.3,54.6,87.9,11.4,71.25,0,0,0,100,0,0
21/05/1966 00:00,15,8.3,2,1.9,5.9,13.6,79.8,100,11.65,89.9,0,0,0,100,0,0
22/05/1966 00:00,11.1,7.4,0.8,1.9,4.7,11,83.3,100,9.25,91.65,0,0,0,100,0,0
23/05/1966 00:00,11.7,8,0,1.9,7,7.6,55.3,70.9,9.85,63.1,0,0,0,100,0,0
24/05/1966 00:00,16.9,7.5,0.3,1.9,10.5,11.8,61.3,100,12.2,80.65,0,0,0,100,0,0
25/05/1966 00:00,17.2,7.1,1,1.8,6.2,13.2,67.3,100,12.15,83.65,0,0,0,100,0,0
26/05/1966 00:00,18.2,10.9,0.5,1.8,7.2,15.2,72.8,100,14.55,86.4,0,0,0,100,0,0
27/05/1966 00:00,19.2,9.4,0,1.8,10.6,14.8,66.6,100,14.3,83.3,0,0,0,100,0,0
28/05/1966 00:00,19,6.9,0,1.9,11.3,11.8,53.7,100,12.95,76.85,0,0,0,100,0,0
29/05/1966 00:00,19.3,5.1,0,1.9,10.5,10.8,48.3,100,12.2,74.15,0,0,0,100,0,0
30/05/1966 00:00,20,5.7,0,1.9,9.4,8.9,38.1,97.2,12.85,67.65,0,0,0,100,0,0
31/05/1966 00:00,20,7.6,0,1.8,6.2,10.2,43.6,97.8,13.8,70.7,0,0,0,100,0,0
01/06/1966 00:00,16.6,8.7,20.8,1.7,7.9,11.9,63,100,12.65,81.5,0,0,0,100,0,0
02/06/1966 00:00,16.9,9.9,1.3,1.6,10.4,13.1,68.1,100,13.4,84.05,0,0,0,100,0,0
03/06/1966 00:00,12.7,3.8,2.5,1.6,10.9,8.2,55.9,100,8.25,77.95,0,0,0,100,0,0
04/06/1966 00:00,14,1.1,0,1.6,9.2,7.2,45.1,100,7.55,72.55,0,0,0,100,0,0
05/06/1966 00:00,17.9,3.7,0,1.7,9.8,8.5,41.5,100,10.8,70.75,0,0,0,100,0,0
06/06/1966 00:00,18.1,8.2,0,1.7,9.4,8.9,42.9,81.9,13.15,62.4,0,0,0,100,0,0
07/06/1966 00:00,15.9,4.6,0,1.6,8.8,7.7,42.6,90.8,10.25,66.7,0,0,0,100,0,0
08/06/1966 00:00,17.2,4.3,0,1.6,8.3,7.9,40.3,95.2,10.75,67.75,0,0,0,100,0,0
09/06/1966 00:00,17.9,5.7,0,1.6,7.6,11.8,57.6,100,11.8,78.8,0,0,0,100,0,0
10/06/1966 00:00,15.5,8,0,1.6,8.4,12,68.2,100,11.75,84.1,0,0,0,100,0,0
11/06/1966 00:00,14.6,7.4,7.6,1.5,5.9,12.1,72.9,100,11,86.45,0,0,0,100,0,0
12/06/1966 00:00,13.5,7.9,20.8,1.5,8.2,12.6,81.5,100,10.7,90.75,0,0,0,100,0,0
13/06/1966 00:00,15.5,3.9,3.6,1.5,9.4,11.9,67.6,100,9.7,83.8,0,0,0,100,0,0
14/06/1966 00:00,15.2,4.1,0,1.5,8.9,10.4,60.2,100,9.65,80.1,0,0,0,100,0,0
15/06/1966 00:00,14.3,7.7,4.3,1.4,5.4,11.7,71.8,100,11,85.9,0,0,0,100,0,0
16/06/1966 00:00,15.4,7.7,0,1.4,6.6,12.7,72.6,100,11.55,86.3,0,0,0,100,0,0
17/06/1966 00:00,16.3,8.4,0,1.4,4.6,12.7,68.6,100,12.35,84.3,0,0,0,100,0,0
18/06/1966 00:00,17.4,9.7,0,1.5,5.6,10.7,53.9,89,13.55,71.45,0,0,0,100,0,0
19/06/1966 00:00,14.8,9.5,16.3,1.5,5.7,11.9,70.7,100,12.15,85.35,0,0,0,100,0,0
20/06/1966 00:00,14.2,5.3,5.6,1.5,9.6,10.2,63,100,9.75,81.5,0,0,0,100,0,0
21/06/1966 00:00,14.3,4,2,1.5,10.6,9.6,58.9,100,9.15,79.45,0,0,0,100,0,0
22/06/1966 00:00,12.2,2,0.8,1.6,7.8,9.2,64.8,100,7.1,82.4,0,0,0,100,0,0
23/06/1966 00:00,11.3,4.5,0,1.7,4.4,9.4,70.2,100,7.9,85.1,0,0,0,100,0,0
24/06/1966 00:00,10.9,6.2,5.1,1.7,3,9.8,75.2,100,8.55,87.6,0,0,0,100,0,0
25/06/1966 00:00,15.8,7.6,3.6,1.7,3.1,11.8,65.8,100,11.7,82.9,0,0,0,100,0,0
26/06/1966 00:00,14.7,7.1,0,1.7,9.7,11,65.8,100,10.9,82.9,0,0,0,100,0,0
27/06/1966 00:00,17,3.7,0,1.7,10.8,9.1,47,100,10.35,73.5,0,0,0,100,0,0
28/06/1966 00:00,13.6,6.3,0,1.6,3.5,11.2,72,100,9.95,86,0,0,0,100,0,0
29/06/1966 00:00,15.7,9.1,0,1.6,5.6,11.5,64.5,99.6,12.4,82.05,0,0,0,100,0,0
30/06/1966 00:00,14.8,7.4,0.8,1.6,3.2,9.1,54.1,88.4,11.1,71.25,0,0,0,100,0,0
01/07/1966 00:00,15,9.8,0.5,1.6,4.3,12.5,73.3,100,12.4,86.65,0,0,0,100,0,0
02/07/1966 00:00,14.7,6.8,0,1.6,7.9,10.9,65.2,100,10.75,82.6,0,0,0,100,0,0
03/07/1966 00:00,15.1,5.9,11.7,1.6,9.1,11.2,65.3,100,10.5,82.65,0,0,0,100,0,0
04/07/1966 00:00,14.7,8.3,0.3,1.6,5.6,9.9,59.2,90.5,11.5,74.85,0,0,0,100,0,0
05/07/1966 00:00,13.2,9.6,0,1.6,5.4,12.1,79.8,100,11.4,89.9,0,0,0,100,0,0
06/07/1966 00:00,14.3,7.9,9.4,1.5,6.8,11.2,68.8,100,11.1,84.4,0,0,0,100,0,0
07/07/1966 00:00,14.6,9.2,0,1.5,5.2,11.9,71.7,100,11.9,85.85,0,0,0,100,0,0
08/07/1966 00:00,12.8,8.6,0,1.5,2.9,10.8,73.1,96.7,10.7,84.9,0,0,0,100,0,0
09/07/1966 00:00,14.6,4.7,0,1.5,8.9,9.8,59,100,9.65,79.5,0,0,0,100,0,0
10/07/1966 00:00,12.6,5.7,0,1.5,7.2,10,68.6,100,9.15,84.3,0,0,0,100,0,0
11/07/1966 00:00,12.9,4.6,0,1.6,3.9,8.8,59.2,100,8.75,79.6,0,0,0,100,0,0
12/07/1966 00:00,14.1,4.2,0,1.6,6.4,8.8,54.7,100,9.15,77.35,0,0,0,100,0,0
13/07/1966 00:00,13,5.4,20.8,1.6,8.2,9.7,64.8,100,9.2,82.4,0,0,0,100,0,0
14/07/1966 00:00,12.1,4.9,7.1,1.7,9.9,9.4,66.6,100,8.5,83.3,0,0,0,100,0,0
15/07/1966 00:00,12.4,4.6,4.1,1.7,9.2,10.1,70.2,100,8.5,85.1,0,0,0,100,0,0
16/07/1966 00:00,11.8,1.1,0,1.7,10,7.6,54.9,100,6.45,77.45,0,0,0,100,0,0
17/07/1966 00:00,12.8,3.6,0,1.7,8.2,10.5,71.1,100,8.2,85.55,0,0,0,100,0,0
18/07/1966 00:00,14.3,3.4,3.8,1.8,10.3,9.6,58.9,100,8.85,79.45,0,0,0,100,0,0
19/07/1966 00:00,12,2.8,3.6,1.8,3.5,8.1,57.8,100,7.4,78.9,0,0,0,100,0,0
20/07/1966 00:00,15.7,5,0,1.8,12,10.1,56.7,100,10.35,78.35,0,0,0,100,0,0
21/07/1966 00:00,15.4,3.5,0,1.8,12.5,9.2,52.6,100,9.45,76.3,0,0,0,100,0,0
22/07/1966 00:00,15.9,6.9,0.8,1.8,6.6,12.2,67.6,100,11.4,83.8,0,0,0,100,0,0
23/07/1966 00:00,18.6,10.2,0,1.8,10.2,11.3,52.8,90.9,14.4,71.85,0,0,0,100,0,0
24/07/1966 00:00,14.2,8.8,0,1.8,5.5,9.2,56.8,81.3,11.5,69.05,0,0,0,100,0,0
25/07/1966 00:00,13.8,5.2,24.9,1.9,9.7,9.2,58.3,100,9.5,79.15,0,0,0,100,0,0
26/07/1966 00:00,13.6,6.4,1.3,1.8,7,10.5,67.5,100,10,83.75,0,0,0,100,0,0
27/07/1966 00:00,11.9,6.2,13.5,1.9,8.6,8.5,61,89.7,9.05,75.35,0,0,0,100,0,0
28/07/1966 00:00,13.8,5.7,2.5,2,8.8,10.6,67.2,100,9.75,83.6,0,0,0,100,0,0
29/07/1966 00:00,14.2,8,2.3,2,9.2,11.6,71.7,100,11.1,85.85,0,0,0,100,0,0
30/07/1966 00:00,12.7,5.4,0,2,8.3,8.8,60,98.2,9.05,79.1,0,0,0,100,0,0
31/07/1966 00:00,14.6,2.2,0,2,12.4,8.9,53.6,100,8.4,76.8,0,0,0,100,0,0
01/08/1966 00:00,16.1,3.2,0,2,13.1,8.3,45.4,100,9.65,72.7,0,0,0,100,0,0
02/08/1966 00:00,14.9,4.7,1.5,2,11.4,10.2,60.2,100,9.8,80.1,0,0,0,100,0,0
03/08/1966 00:00,14.7,3.9,1,2,12.9,9.8,58.6,100,9.3,79.3,0,0,0,100,0,0
04/08/1966 00:00,12.8,5.6,5.6,2,11.1,8.9,60.2,97.9,9.2,79.05,0,0,0,100,0,0
05/08/1966 00:00,14,6.1,0,2.1,9.3,10,62.6,100,10.05,81.3,0,0,0,100,0,0
06/08/1966 00:00,11.6,3.6,0,2.2,6.3,9.3,68.1,100,7.6,84.05,0,0,0,100,0,0
07/08/1966 00:00,12.4,4.9,0,2.2,6.4,10.2,70.9,100,8.65,85.45,0,0,0,100,0,0
08/08/1966 00:00,14.4,0.2,0,2.3,14.8,7.8,47.6,100,7.3,73.8,0,0,0,100,0,0
09/08/1966 00:00,15.5,1.7,0,2.3,12.3,8.1,46,100,8.6,73,0,0,0,100,0,0
10/08/1966 00:00,13.2,5.3,0,2.3,6.9,10.1,66.6,100,9.25,83.3,0,0,0,100,0,0
11/08/1966 00:00,12,6.9,0,2.2,7.6,10.4,74.2,100,9.45,87.1,0,0,0,100,0,0
12/08/1966 00:00,13.3,6,0,2.3,9.6,10.3,67.5,100,9.65,83.75,0,0,0,100,0,0
13/08/1966 00:00,14.6,6.4,13.5,2.3,10.6,10.7,64.4,100,10.5,82.2,0,0,0,100,0,0
14/08/1966 00:00,14.9,5.5,0,2.3,10.7,11.5,67.9,100,10.2,83.95,0,0,0,100,0,0
15/08/1966 00:00,16.8,2.2,0,2.3,13.9,10.7,56,100,9.5,78,0,0,0,100,0,0
16/08/1966 00:00,17.1,4.5,0,2.4,14.2,9.1,46.7,100,10.8,73.35,0,0,0,100,0,0
17/08/1966 00:00,18,4.4,0,2.4,16,9.1,44.1,100,11.2,72.05,0,0,0,100,0,0
18/08/1966 00:00,14.1,7.2,0,2.4,8.6,10.7,66.5,100,10.65,83.25,0,0,0,100,0,0
19/08/1966 00:00,14.2,6.4,4.8,2.4,12.1,11,68,100,10.3,84,0,0,0,100,0,0
20/08/1966 00:00,14.9,5.6,0,2.5,11.8,11,65,100,10.25,82.5,0,0,0,100,0,0
21/08/1966 00:00,15,8.5,0,2.5,7.5,11.2,65.7,100,11.75,82.85,0,0,0,100,0,0
22/08/1966 00:00,12.7,5.9,9.7,2.5,11.6,8.5,57.9,91.6,9.3,74.75,0,0,0,100,0,0
23/08/1966 00:00,13.4,6,1.5,2.5,10.5,10.3,67,100,9.7,83.5,0,0,0,100,0,0
24/08/1966 00:00,13.8,6.7,2.5,2.5,13.4,10.1,64.1,100,10.25,82.05,0,0,0,100,0,0
25/08/1966 00:00,15.7,2.6,0,2.6,13.9,8.4,47.1,100,9.15,73.55,0,0,0,100,0,0
26/08/1966 00:00,17.7,3.9,0,2.6,15.4,8.3,41,100,10.8,70.5,0,0,0,100,0,0
27/08/1966 00:00,19.4,3.1,0,2.6,12.6,8,35.5,100,11.25,67.75,0,0,0,100,0,0
28/08/1966 00:00,18.8,8.9,0,2.7,8.5,8.2,37.8,72,13.85,54.9,0,0,0,100,0,0
29/08/1966 00:00,19.4,8.9,0,2.7,9.9,9.9,44,86.9,14.15,65.45,0,0,0,100,0,0
30/08/1966 00:00,20.9,8.1,0,2.7,16.6,9.4,38,87.1,14.5,62.55,0,0,0,100,0,0
31/08/1966 00:00,17.7,5.4,0,2.8,11.2,12.7,62.7,100,11.55,81.35,0,0,0,100,0,0
01/09/1966 00:00,17.6,5,0,2.8,14.1,11.9,59.2,100,11.3,79.6,0,0,0,100,0,0
02/09/1966 00:00,15.5,6.9,0,2.8,11.9,11.8,67.1,100,11.2,83.55,0,0,0,100,0,0
03/09/1966 00:00,13.9,1.8,0,2.9,13.7,8.6,54.2,100,7.85,77.1,0,0,0,100,0,0
04/09/1966 00:00,15.2,3.6,0,2.9,9.1,10.9,63.1,100,9.4,81.55,0,0,0,100,0,0
05/09/1966 00:00,14.1,2.7,0,3,9.1,9.6,59.7,100,8.4,79.85,0,0,0,100,0,0
06/09/1966 00:00,14.1,3.6,0,3,10.2,8.3,51.6,100,8.85,75.8,0,0,0,100,0,0
07/09/1966 00:00,14.5,1.7,0,3.1,14.7,8.9,53.9,100,8.1,76.95,0,0,0,100,0,0
08/09/1966 00:00,13.4,7,0,3.2,9.8,10.4,67.7,100,10.2,83.85,0,0,0,100,0,0
09/09/1966 00:00,15.1,6.4,0,3.2,10.6,11.6,67.6,100,10.75,83.8,0,0,0,100,0,0
10/09/1966 00:00,17.8,7.6,0,3.1,13.1,11.8,57.9,100,12.7,78.95,0,0,0,100,0,0
11/09/1966 00:00,18.7,3.4,0,3.1,8,10.4,48.3,100,11.05,74.15,0,0,0,100,0,0
12/09/1966 00:00,24.5,6.3,0,3.2,17.5,10.2,33.2,100,15.4,66.6,0,0,0,100,0,0
13/09/1966 00:00,18.7,11,6.6,3.2,16.1,13.7,63.6,100,14.85,81.8,0,0,0,100,0,0
14/09/1966 00:00,24.5,7.2,0,3.2,19.5,12.7,41.3,100,15.85,70.65,0,0,0,100,0,0
15/09/1966 00:00,16.1,11.7,2.8,3.4,11.7,12.6,68.9,91.7,13.9,80.3,0,0,0,100,0,0
16/09/1966 00:00,13.4,8,3.8,3.4,9.3,10.3,67,96.1,10.7,81.55,0,0,0,100,0,0
17/09/1966 00:00,14.9,8.8,0,3.3,8.9,11.5,67.9,100,11.85,83.95,0,0,0,100,0,0
18/09/1966 00:00,17.9,5.8,0,3.4,17.3,9.8,47.8,100,11.85,73.9,0,0,0,100,0,0
19/09/1966 00:00,21.8,5.1,0,3.5,14.9,9.2,35.2,100,13.45,67.6,0,0,0,100,0,0
20/09/1966 00:00,15.4,9.9,3.8,3.5,14.3,10.9,62.3,89.4,12.65,75.85,0,0,0,100,0,0
21/09/1966 00:00,14.1,6.1,7.9,3.6,15.9,9.6,59.7,100,10.1,79.85,0,0,0,100,0,0
22/09/1966 00:00,15.7,5.7,4.8,3.7,13,11.6,65.1,100,10.7,82.55,0,0,0,100,0,0
23/09/1966 00:00,15.4,8.5,5.1,3.7,13.8,11.1,63.5,100,11.95,81.75,0,0,0,100,0,0
24/09/1966 00:00,15.4,4.7,0,3.7,16.3,9.7,55.5,100,10.05,77.75,0,0,0,100,0,0
25/09/1966 00:00,17.1,2.4,0,3.7,22.8,8.8,45.2,100,9.75,72.6,0,0,0,100,0,0
26/09/1966 00:00,21.6,3.7,0,3.8,20.6,9.2,35.7,100,12.65,67.85,0,0,0,100,0,0
27/09/1966 00:00,23.5,6.1,0,3.9,22.5,9,31.1,95.6,14.8,63.35,0,0,0,100,0,0
28/09/1966 00:00,26.7,10.1,0,4,14.9,8.6,24.6,69.6,18.4,47.1,0,0,0,100,0,0
29/09/1966 00:00,23.4,14.9,2.8,4,18.1,11.6,40.3,68.5,19.15,54.4,0,0,0,100,0,0
30/09/1966 00:00,15,10.8,4.1,4.1,8.4,13.3,78,100,12.9,89,0,0,0,100,0,0
01/10/1966 00:00,15,6.2,0,4.2,13.2,10.6,62.2,100,10.6,81.1,0,0,0,100,0,0
02/10/1966 00:00,13.3,5.3,6.2,4.3,16.2,9.1,59.6,100,9.3,79.8,0,0,0,100,0,0
03/10/1966 00:00,14.4,7.1,5.7,4.2,19.2,9.6,58.6,95.2,10.75,76.9,0,0,0,100,0,0
04/10/1966 00:00,14.8,7.8,1.3,4.2,16.3,9.8,58.3,92.7,11.3,75.5,0,0,0,100,0,0
05/10/1966 00:00,15.3,6.3,0,4.3,17.6,8.5,48.9,89.1,10.8,69,0,0,0,100,0,0
06/10/1966 00:00,15.5,5.4,0,4.3,21.1,9.4,53.4,100,10.45,76.7,0,0,0,100,0,0
07/10/1966 00:00,15.3,4.7,0,4.3,17,9.3,53.5,100,10,76.75,0,0,0,100,0,0
08/10/1966 00:00,16,4.5,0,4.3,15.2,11.1,61.1,100,10.25,80.55,0,0,0,100,0,0
09/10/1966 00:00,18.4,1.9,0,4.4,22.3,10.2,48.2,100,10.15,74.1,0,0,0,100,0,0
10/10/1966 00:00,25.2,5,0,4.5,20.5,9.6,30,100,15.1,65,0,0,0,100,0,0
11/10/1966 00:00,21.7,11.9,0,4.5,7.7,8.8,33.9,63.2,16.8,48.55,0,0,0,100,0,0
12/10/1966 00:00,23.5,14,0,4.6,16.9,12.4,42.8,77.6,18.75,60.2,0,0,0,100,0,0
13/10/1966 00:00,19.5,11.6,6.4,4.6,19,14,61.8,100,15.55,80.9,0,0,0,100,0,0
14/10/1966 00:00,23.7,10.8,0,4.6,20.8,12.8,43.7,98.9,17.25,71.3,0,0,0,100,0,0
15/10/1966 00:00,17.7,12.3,0,4.7,12.4,12.6,62.2,88.1,15,75.15,0,0,0,100,0,0
16/10/1966 00:00,17.1,8.1,0,4.7,14.1,10.5,53.9,97.3,12.6,75.6,0,0,0,100,0,0
17/10/1966 00:00,23.5,5.1,0,4.6,26.7,9.4,32.5,100,14.3,66.25,0,0,0,100,0,0
18/10/1966 00:00,22.9,11.6,0,4.6,22.2,9.4,33.7,68.9,17.25,51.3,0,0,0,100,0,0
19/10/1966 00:00,19.6,7,0,4.7,18.1,11.1,48.7,100,13.3,74.35,0,0,0,100,0,0
20/10/1966 00:00,15.7,9.1,5.6,4.7,11.2,12.2,68.4,100,12.4,84.2,0,0,0,100,0,0
21/10/1966 00:00,16.9,6.7,0,4.7,21.3,9,46.8,91.8,11.8,69.3,0,0,0,100,0,0
22/10/1966 00:00,18,4.2,0,4.9,24.4,10.6,51.4,100,11.1,75.7,0,0,0,100,0,0
23/10/1966 00:00,26.3,2.9,0,5,27.7,12.1,35.4,100,14.6,67.7,0,0,0,100,0,0
24/10/1966 00:00,28.8,10,0,5.1,20.4,7.9,20,64.4,19.4,42.2,0,0,0,100,0,0
25/10/1966 00:00,25.5,14.7,0,5.2,12.9,13.1,40.2,78.4,20.1,59.3,0,0,0,100,0,0
26/10/1966 00:00,18.4,11.5,0,5.3,17.4,11.5,54.4,84.8,14.95,69.6,0,0,0,100,0,0
27/10/1966 00:00,20.8,3.5,0,5.2,24.4,9,36.7,100,12.15,68.35,0,0,0,100,0,0
28/10/1966 00:00,28.2,5.2,0,5.2,18.9,11,28.8,100,16.7,64.4,0,0,0,100,0,0
29/10/1966 00:00,22.3,17.1,0,5.2,7.8,14.7,54.6,75.4,19.7,65,0,0,0,100,0,0
30/10/1966 00:00,21.8,17.1,6,5.2,8.5,20.5,78.5,100,19.45,89.25,0,0,0,100,0,0
31/10/1966 00:00,18.9,10.4,12.8,5.2,13.6,13.4,61.4,100,14.65,80.7,0,0,0,100,0,0
01/11/1966 00:00,18.4,11.3,3.3,5.2,15.8,13.4,63.3,100,14.85,81.65,0,0,0,100,0,0
02/11/1966 00:00,15.4,8.9,3.8,5.2,20.8,10.6,60.6,93,12.15,76.8,0,0,0,100,0,0
03/11/1966 00:00,16.9,4.2,0,5.3,24.8,8.9,46.3,100,10.55,73.15,0,0,0,100,0,0
04/11/1966 00:00,18.8,3.6,0,5.4,26.6,9.7,44.7,100,11.2,72.35,0,0,0,100,0,0
05/11/1966 00:00,23.7,6,0,5.5,28.3,10,34.1,100,14.85,67.05,0,0,0,100,0,0
06/11/1966 00:00,23.6,13.5,0,5.6,11.1,11.4,39.1,73.7,18.55,56.4,0,0,0,100,0,0
07/11/1966 00:00,22,12,1.8,5.6,13.2,12.6,47.7,89.9,17,68.8,0,0,0,100,0,0
08/11/1966 00:00,25.2,13.8,1,5.6,24.3,14.8,46.2,93.9,19.5,70.05,0,0,0,100,0,0
09/11/1966 00:00,19.4,11.8,0,5.7,23.4,13.9,61.7,100,15.6,80.85,0,0,0,100,0,0
10/11/1966 00:00,19.9,12.6,0,5.8,21.8,14,60.3,96,16.25,78.15,0,0,0,100,0,0
11/11/1966 00:00,22.8,9.2,0,5.9,15.4,13.8,49.7,100,16,74.85,0,0,0,100,0,0
12/11/1966 00:00,18.8,14.9,10.2,6,15.8,16.9,77.9,99.8,16.85,88.85,0,0,0,100,0,0
13/11/1966 00:00,17.6,10.8,0,6,19,8.5,42.3,65.7,14.2,54,0,0,0,100,0,0
14/11/1966 00:00,18,9.2,0,6.1,21.6,9.4,45.6,80.8,13.6,63.2,0,0,0,100,0,0
15/11/1966 00:00,19.1,10.8,0,6.1,21.9,11.8,53.4,91.2,14.95,72.3,0,0,0,100,0,0
16/11/1966 00:00,20.7,11.1,0,6.2,23.6,12.3,50.4,93.1,15.9,71.75,0,0,0,100,0,0
17/11/1966 00:00,26,8.1,0,6.3,28.9,15,44.6,100,17.05,72.3,0,0,0,100,0,0
18/11/1966 00:00,30.1,8.6,0,6.3,31,11.6,27.2,100,19.35,63.6,0,0,0,100,0,0
19/11/1966 00:00,34.5,12.4,0,6.3,30.7,15,27.4,100,23.45,63.7,0,0,0,100,0,0
20/11/1966 00:00,34.3,13.8,0,6.4,30.7,13.4,24.8,85,24.05,54.9,0,0,0,100,0,0
21/11/1966 00:00,33.7,10.6,0,6.4,29.2,15.7,30,100,22.15,65,0,0,0,100,0,0
22/11/1966 00:00,39,14.7,0,6.6,28.9,11.6,16.6,69.4,26.85,43,0,0,0,100,0,0
23/11/1966 00:00,34.2,21,0,6.8,22.8,8.9,16.5,35.8,27.6,26.15,0,0,0,100,0,0
24/11/1966 00:00,20.4,13.9,0,6.9,25,10.4,43.4,65.5,17.15,54.45,0,0,0,100,0,0
