ID,NCS_fs1,NCS_fs2,NCS_fs3,PHY_mpb,OGM_om_sed_frac
266,0.0000,0.0000,1.0000,0.0000,0.0000
267,0.0000,0.0000,1.0000,0.0000,0.0000
268,0.0000,0.0000,1.0000,0.0000,0.0000
269,0.0000,0.0000,1.0000,0.0000,0.0000
270,0.0000,0.0000,1.0000,0.0000,0.0000
271,0.0000,0.0000,1.0000,0.0000,0.0000
272,0.0000,0.0000,1.0000,0.0000,0.0000
273,0.0000,0.0000,1.0000,0.0000,0.0000
274,0.0000,0.0000,1.0000,0.0000,0.0000
275,0.0000,0.0000,1.0000,0.0000,0.0000
276,0.0000,0.0000,1.0000,0.0000,0.0000
277,0.0000,0.0000,1.0000,0.0000,0.0000
278,0.0000,0.0000,1.0000,0.0000,0.0000
279,0.0000,0.0000,1.0000,0.0000,0.0000
280,0.0000,0.0000,1.0000,0.0000,0.0000
281,0.0000,0.0000,1.0000,0.0000,0.0000
282,0.0000,0.0000,1.0000,0.0000,0.0000
283,0.0000,0.0000,1.0000,0.0000,0.0000
284,0.0000,0.0000,1.0000,0.0000,0.0000
285,0.0000,0.0000,1.0000,0.0000,0.0000
286,0.0000,0.0000,1.0000,0.0000,0.0000
287,0.0000,0.0000,1.0000,0.0000,0.0000
288,0.0000,0.0000,1.0000,0.0000,0.0000
289,0.0000,0.0000,1.0000,0.0000,0.0000
290,0.0000,0.0000,1.0000,0.0000,0.0000
291,0.0000,0.0000,1.0000,0.0000,0.0000
292,0.0000,0.0000,1.0000,0.0000,0.0000
293,0.0000,0.0000,1.0000,0.0000,0.0000
294,0.0000,0.0000,1.0000,0.0000,0.0000
295,0.0000,0.0000,1.0000,0.0000,0.0000
296,0.0000,0.0000,1.0000,0.0000,0.0000
297,0.0000,0.0000,1.0000,0.0000,0.0000
298,0.0000,0.0000,1.0000,0.0000,0.0000
299,0.0000,0.0000,1.0000,0.0000,0.0000
300,0.0000,0.0000,1.0000,0.0000,0.0000
301,0.0000,0.0000,1.0000,0.0000,0.0000
302,0.0000,0.0000,1.0000,0.0000,0.0000
303,0.0000,0.0000,1.0000,0.0000,0.0000
304,0.0000,0.0000,1.0000,0.0000,0.0000
305,0.0000,0.0000,1.0000,0.0000,0.0000
306,0.0000,0.0000,1.0000,0.0000,0.0000
307,0.0000,0.0000,1.0000,0.0000,0.0000
308,0.0000,0.0000,1.0000,0.0000,0.0000
309,0.0000,0.0000,1.0000,0.0000,0.0000
310,0.0000,0.0000,1.0000,0.0000,0.0000
311,0.0000,0.0000,1.0000,0.0000,0.0000
312,0.0000,0.0000,1.0000,0.0000,0.0000
313,0.0000,0.0000,1.0000,0.0000,0.0000
314,0.0000,0.0000,1.0000,0.0000,0.0000
315,0.0000,0.0000,1.0000,0.0000,0.0000
316,0.0000,0.0000,1.0000,0.0000,0.0000
317,0.0000,0.0000,1.0000,0.0000,0.0000
318,0.0000,0.0000,1.0000,0.0000,0.0000
319,0.0000,0.0000,1.0000,0.0000,0.0000
320,0.0000,0.0000,1.0000,0.0000,0.0000
321,0.0000,0.0000,1.0000,0.0000,0.0000
322,0.0000,0.0000,1.0000,0.0000,0.0000
323,0.0000,0.0000,1.0000,0.0000,0.0000
324,0.0000,0.0000,1.0000,0.0000,0.0000
325,0.0000,0.0000,1.0000,0.0000,0.0000
326,0.0000,0.0000,1.0000,0.0000,0.0000
327,0.0000,0.0000,1.0000,0.0000,0.0000
328,0.0000,0.0000,1.0000,0.0000,0.0000
329,0.0000,0.0000,1.0000,0.0000,0.0000
330,0.0000,0.0000,1.0000,0.0000,0.0000
331,0.0000,0.0000,1.0000,0.0000,0.0000
332,0.0000,0.0000,1.0000,0.0000,0.0000
333,0.0000,0.0000,1.0000,0.0000,0.0000
334,0.0000,0.0000,1.0000,0.0000,0.0000
335,0.0000,0.0000,1.0000,0.0000,0.0000
336,0.0000,0.0000,1.0000,0.0000,0.0000
337,0.0000,0.0000,1.0000,0.0000,0.0000
338,0.0000,0.0000,1.0000,0.0000,0.0000
339,0.0000,0.0000,1.0000,0.0000,0.0000
340,0.0000,0.0000,1.0000,0.0000,0.0000
341,0.0000,0.0000,1.0000,0.0000,0.0000
342,0.0000,0.0000,1.0000,0.0000,0.0000
343,0.0000,0.0000,1.0000,0.0000,0.0000
344,0.0000,0.0000,1.0000,0.0000,0.0000
345,0.0000,0.0000,1.0000,0.0000,0.0000
346,0.0000,0.0000,1.0000,0.0000,0.0000
347,0.0000,0.0000,1.0000,0.0000,0.0000
348,0.0000,0.0000,1.0000,0.0000,0.0000
349,0.0000,0.0000,1.0000,0.0000,0.0000
350,0.0000,0.0000,1.0000,0.0000,0.0000
351,0.0000,0.0000,1.0000,0.0000,0.0000
352,0.0000,0.0000,1.0000,0.0000,0.0000
353,0.0000,0.0000,1.0000,0.0000,0.0000
354,0.0000,0.0000,1.0000,0.0000,0.0000
355,0.0000,0.0000,1.0000,0.0000,0.0000
356,0.0000,0.0000,1.0000,0.0000,0.0000
357,0.0000,0.0000,1.0000,0.0000,0.0000
358,0.0000,0.0000,1.0000,0.0000,0.0000
359,0.0000,0.0000,1.0000,0.0000,0.0000
360,0.0000,0.0000,1.0000,0.0000,0.0000
361,0.0000,0.0000,1.0000,0.0000,0.0000
362,0.0000,0.0000,1.0000,0.0000,0.0000
363,0.0000,0.0000,1.0000,0.0000,0.0000
364,0.0000,0.0000,1.0000,0.0000,0.0000
365,0.0000,0.0000,1.0000,0.0000,0.0000
366,0.0000,0.0000,1.0000,0.0000,0.0000
367,0.0000,0.0000,1.0000,0.0000,0.0000
368,0.0000,0.0000,1.0000,0.0000,0.0000
369,0.0000,0.0000,1.0000,0.0000,0.0000
370,0.0000,0.0000,1.0000,0.0000,0.0000
371,0.0000,0.0000,1.0000,0.0000,0.0000
372,0.0000,0.0000,1.0000,0.0000,0.0000
373,0.0000,0.0000,1.0000,0.0000,0.0000
374,0.0000,0.0000,1.0000,0.0000,0.0000
375,0.0000,0.0000,1.0000,0.0000,0.0000
376,0.0000,0.0000,1.0000,0.0000,0.0000
377,0.0000,0.0000,1.0000,0.0000,0.0000
378,0.0000,0.0000,1.0000,0.0000,0.0000
379,0.0000,0.0000,1.0000,0.0000,0.0000
380,0.0000,0.0000,1.0000,0.0000,0.0000
381,0.0000,0.0000,1.0000,0.0000,0.0000
382,0.0000,0.0000,1.0000,0.0000,0.0000
383,0.0000,0.0000,1.0000,0.0000,0.0000
384,0.0000,0.0000,1.0000,0.0000,0.0000
385,0.0000,0.0000,1.0000,0.0000,0.0000
386,0.0000,0.0000,1.0000,0.0000,0.0000
387,0.0000,0.0000,1.0000,0.0000,0.0000
388,0.0000,0.0000,1.0000,0.0000,0.0000
389,0.0000,0.0000,1.0000,0.0000,0.0000
390,0.0000,0.0000,1.0000,0.0000,0.0000
391,0.0000,0.0000,1.0000,0.0000,0.0000
392,0.0000,0.0000,1.0000,0.0000,0.0000
393,0.0000,0.0000,1.0000,0.0000,0.0000
394,0.0000,0.0000,1.0000,0.0000,0.0000
395,0.0000,0.0000,1.0000,0.0000,0.0000
396,0.0000,0.0000,1.0000,0.0000,0.0000
397,0.0000,0.0000,1.0000,0.0000,0.0000
398,0.0000,0.0000,1.0000,0.0000,0.0000
399,0.0000,0.0000,1.0000,0.0000,0.0000
400,0.0000,0.0000,1.0000,0.0000,0.0000
401,0.0000,0.0000,1.0000,0.0000,0.0000
402,0.0000,0.0000,1.0000,0.0000,0.0000
403,0.0000,0.0000,1.0000,0.0000,0.0000
404,0.0000,0.0000,1.0000,0.0000,0.0000
405,0.0000,0.0000,1.0000,0.0000,0.0000
406,0.0000,0.0000,1.0000,0.0000,0.0000
407,0.0000,0.0000,1.0000,0.0000,0.0000
408,0.0000,0.0000,1.0000,0.0000,0.0000
409,0.0000,0.0000,1.0000,0.0000,0.0000
410,0.0000,0.0000,1.0000,0.0000,0.0000
411,0.0000,0.0000,1.0000,0.0000,0.0000
412,0.0000,0.0000,1.0000,0.0000,0.0000
413,0.0000,0.0000,1.0000,0.0000,0.0000
414,0.0000,0.0000,1.0000,0.0000,0.0000
415,0.0000,0.0000,1.0000,0.0000,0.0000
416,0.0000,0.0000,1.0000,0.0000,0.0000
417,0.0000,0.0000,1.0000,0.0000,0.0000
418,0.0000,0.0000,1.0000,0.0000,0.0000
419,0.0000,0.0000,1.0000,0.0000,0.0000
420,0.0000,0.0000,1.0000,0.0000,0.0000
421,0.0000,0.0000,1.0000,0.0000,0.0000
422,0.0000,0.0000,1.0000,0.0000,0.0000
423,0.0000,0.0000,1.0000,0.0000,0.0000
424,0.0000,0.0000,1.0000,0.0000,0.0000
425,0.0000,0.0000,1.0000,0.0000,0.0000
426,0.0000,0.0000,1.0000,0.0000,0.0000
427,0.0000,0.0000,1.0000,0.0000,0.0000
428,0.0000,0.0000,1.0000,0.0000,0.0000
429,0.0000,0.0000,1.0000,0.0000,0.0000
430,0.0000,0.0000,1.0000,0.0000,0.0000
431,0.0000,0.0000,1.0000,0.0000,0.0000
432,0.0000,0.0000,1.0000,0.0000,0.0000
433,0.0000,0.0000,1.0000,0.0000,0.0000
434,0.0000,0.0000,1.0000,0.0000,0.0000
435,0.0000,0.0000,1.0000,0.0000,0.0000
436,0.0000,0.0000,1.0000,0.0000,0.0000
437,0.0000,0.0000,1.0000,0.0000,0.0000
438,0.0000,0.0000,1.0000,0.0000,0.0000
439,0.0000,0.0000,1.0000,0.0000,0.0000
440,0.0000,0.0000,1.0000,0.0000,0.0000
441,0.0000,0.0000,1.0000,0.0000,0.0000
442,0.0000,0.0000,1.0000,0.0000,0.0000
443,0.0000,0.0000,1.0000,0.0000,0.0000
444,0.0000,0.0000,1.0000,0.0000,0.0000
445,0.0000,0.0000,1.0000,0.0000,0.0000
446,0.0000,0.0000,1.0000,0.0000,0.0000
447,0.0000,0.0000,1.0000,0.0000,0.0000
448,0.0000,0.0000,1.0000,0.0000,0.0000
449,0.0000,0.0000,1.0000,0.0000,0.0000
450,0.0000,0.0000,1.0000,0.0000,0.0000
451,0.0000,0.0000,1.0000,0.0000,0.0000
452,0.0000,0.0000,1.0000,0.0000,0.0000
453,0.0000,0.0000,1.0000,0.0000,0.0000
454,0.0000,0.0000,1.0000,0.0000,0.0000
455,0.0000,0.0000,1.0000,0.0000,0.0000
456,0.0000,0.0000,1.0000,0.0000,0.0000
457,0.0000,0.0000,1.0000,0.0000,0.0000
458,0.0000,0.0000,1.0000,0.0000,0.0000
459,0.0000,0.0000,1.0000,0.0000,0.0000
460,0.0000,0.0000,1.0000,0.0000,0.0000
461,0.0000,0.0000,1.0000,0.0000,0.0000
462,0.0000,0.0000,1.0000,0.0000,0.0000
463,0.0000,0.0000,1.0000,0.0000,0.0000
464,0.0000,0.0000,1.0000,0.0000,0.0000
465,0.0000,0.0000,1.0000,0.0000,0.0000
466,0.0000,0.0000,1.0000,0.0000,0.0000
467,0.0000,0.0000,1.0000,0.0000,0.0000
468,0.0000,0.0000,1.0000,0.0000,0.0000
469,0.0000,0.0000,1.0000,0.0000,0.0000
470,0.0000,0.0000,1.0000,0.0000,0.0000
471,0.0000,0.0000,1.0000,0.0000,0.0000
472,0.0000,0.0000,1.0000,0.0000,0.0000
473,0.0000,0.0000,1.0000,0.0000,0.0000
474,0.0000,0.0000,1.0000,0.0000,0.0000
475,0.0000,0.0000,1.0000,0.0000,0.0000
476,0.0000,0.0000,1.0000,0.0000,0.0000
477,0.0000,0.0000,1.0000,0.0000,0.0000
478,0.0000,0.0000,1.0000,0.0000,0.0000
479,0.0000,0.0000,1.0000,0.0000,0.0000
480,0.0000,0.0000,1.0000,0.0000,0.0000
481,0.0000,0.0000,1.0000,0.0000,0.0000
482,0.0000,0.0000,1.0000,0.0000,0.0000
483,0.0000,0.0000,1.0000,0.0000,0.0000
484,0.0000,0.0000,1.0000,0.0000,0.0000
485,0.0000,0.0000,1.0000,0.0000,0.0000
486,0.0000,0.0000,1.0000,0.0000,0.0000
487,0.0000,0.0000,1.0000,0.0000,0.0000
488,0.0000,0.0000,1.0000,0.0000,0.0000
489,0.0000,0.0000,1.0000,0.0000,0.0000
490,0.0000,0.0000,1.0000,0.0000,0.0000
491,0.0000,0.0000,1.0000,0.0000,0.0000
492,0.0000,0.0000,1.0000,0.0000,0.0000
493,0.0000,0.0000,1.0000,0.0000,0.0000
494,0.0000,0.0000,1.0000,0.0000,0.0000
495,0.0000,0.0000,1.0000,0.0000,0.0000
496,0.0000,0.0000,1.0000,0.0000,0.0000
497,0.0000,0.0000,1.0000,0.0000,0.0000
498,0.0000,0.0000,1.0000,0.0000,0.0000
499,0.0000,0.0000,1.0000,0.0000,0.0000
500,0.0000,0.0000,1.0000,0.0000,0.0000
501,0.0000,0.0000,1.0000,0.0000,0.0000
502,0.0000,0.0000,1.0000,0.0000,0.0000
503,0.0000,0.0000,1.0000,0.0000,0.0000
504,0.0000,0.0000,1.0000,0.0000,0.0000
505,0.0000,0.0000,1.0000,0.0000,0.0000
506,0.0000,0.0000,1.0000,0.0000,0.0000
507,0.0000,0.0000,1.0000,0.0000,0.0000
508,0.0000,0.0000,1.0000,0.0000,0.0000
509,0.0000,0.0000,1.0000,0.0000,0.0000
510,0.0000,0.0000,1.0000,0.0000,0.0000
511,0.0000,0.0000,1.0000,0.0000,0.0000
512,0.0000,0.0000,1.0000,0.0000,0.0000
513,0.0000,0.0000,1.0000,0.0000,0.0000
514,0.0000,0.0000,1.0000,0.0000,0.0000
515,0.0000,0.0000,1.0000,0.0000,0.0000
